Hotel Name,Checkin Date,Discount Code,Discount Price
Hilton Garden Inn New York-Times Square Central,2015-11-07,2,1345
Hilton Garden Inn New York-Times Square Central,2015-11-07,1,1565
Hilton Manhattan East,2015-11-07,2,1255
Hilton Manhattan East,2015-11-07,1,1355
Hilton New York Fashion District,2015-11-07,3,1425
Hilton New York Fashion District,2015-11-07,2,1495
Hilton Newark Airport,2015-11-07,2,750
Hilton Times Square,2015-11-07,1,1580
Hilton Times Square,2015-11-07,3,1580
Hilton Times Square,2015-11-07,4,1636
Hilton Times Square,2015-11-07,2,1685
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-11-07,2,1705
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-11-07,1,1725
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-11-07,3,1835
Hotel 48LEX New York,2015-11-07,1,1863
Hotel 48LEX New York,2015-11-07,2,1876
Howard Johnson Bronx Near Stadium,2015-11-07,1,566
Howard Johnson Bronx Near Stadium,2015-11-07,2,592
Howard Johnson Bronx Near Stadium,2015-11-07,3,618
Howard Johnson Flushing,2015-11-07,1,529
Howard Johnson Flushing,2015-11-07,2,542
Howard Johnson Inn Jamaica JFK Airport NYC,2015-11-07,1,466
Howard Johnson Inn Jamaica JFK Airport NYC,2015-11-07,2,480
Hyatt Herald Square New York,2015-11-07,2,1271
Hyatt Herald Square New York,2015-11-07,4,1465
Hyatt Herald Square New York,2015-11-07,3,1475
Hyatt Place New York Midtown South,2015-11-07,1,1390
Hyatt Place New York Midtown South,2015-11-07,2,1390
Hyatt Place New York Midtown South,2015-11-07,4,1390
Hyatt Times Square New York,2015-11-07,2,1765
Hyatt Union Square New York,2015-11-07,2,1763
Hyatt Union Square New York,2015-11-07,3,1831
Hyatt Union Square New York,2015-11-07,4,1900
Le Parker Meridien New York,2015-11-07,2,2134
Le Parker Meridien New York,2015-11-07,1,2188
Loews Regency New York Hotel,2015-11-07,3,2695
Loews Regency New York Hotel,2015-11-07,1,2695
Loews Regency New York Hotel,2015-11-07,2,2795
Magnuson Convention Center Hotel,2015-11-07,4,1052
Magnuson Convention Center Hotel,2015-11-07,1,1055
Magnuson Convention Center Hotel,2015-11-07,3,1073
Magnuson Convention Center Hotel,2015-11-07,2,1080
Manhattan NYC-an Affinia hotel,2015-11-07,2,1248
Manhattan NYC-an Affinia hotel,2015-11-07,3,1291
Manhattan NYC-an Affinia hotel,2015-11-07,4,1363
Martha Washington,2015-11-07,1,1204
Martha Washington,2015-11-07,3,1395
Martha Washington,2015-11-07,2,1455
Martha Washington,2015-11-07,4,1505
McCarren Hotel & Pool,2015-11-07,1,1511
McCarren Hotel & Pool,2015-11-07,3,1547
McCarren Hotel & Pool,2015-11-07,2,1674
McCarren Hotel & Pool,2015-11-07,4,2002
Millenium Hilton,2015-11-07,3,1555
Millenium Hilton,2015-11-07,1,1895
NOMO SOHO,2015-11-07,2,1983
NOMO SOHO,2015-11-07,1,2060
NOMO SOHO,2015-11-07,3,2137
New York Marriott Downtown,2015-11-07,2,1835
New York Marriott East Side,2015-11-07,2,1905
Newark Liberty International Airport Marriott,2015-11-07,2,1235
Newark Liberty International Airport Marriott,2015-11-07,1,1305
Omni Berkshire Place,2015-11-07,3,1985
Omni Berkshire Place,2015-11-07,2,2005
Omni Berkshire Place,2015-11-07,1,2385
Park Hyatt New York,2015-11-07,3,4525
Quality Inn Convention Center,2015-11-07,1,1092
Quality Inn Woodside,2015-11-07,4,498
Quality Inn Woodside,2015-11-07,3,520
Quality Inn Woodside,2015-11-07,2,554
Renaissance Newark Airport Hotel,2015-11-07,2,1125
Renaissance Newark Airport Hotel,2015-11-07,1,1145
Roxy Hotel Tribeca (formerly the Tribeca Grand Hotel),2015-11-07,2,1894
Shelburne NYC-an Affinia hotel,2015-11-07,2,1201
Shelburne NYC-an Affinia hotel,2015-11-07,1,1284
Shelburne NYC-an Affinia hotel,2015-11-07,3,1299
Sheraton LaGuardia East Hotel,2015-11-07,3,1248
Sheraton LaGuardia East Hotel,2015-11-07,2,1291
Sheraton LaGuardia East Hotel,2015-11-07,1,1343
Smyth A Thompson Hotel,2015-11-07,2,3285
TRYP By Wyndham Times Square South,2015-11-07,1,1536
The Benjamin,2015-11-07,1,1910
The Benjamin,2015-11-07,2,2024
The Benjamin,2015-11-07,3,2073
The Carlyle A Rosewood Hotel,2015-11-07,2,5340
The New York EDITION,2015-11-07,2,2305
The Plaza Hotel,2015-11-07,1,3563
The Plaza Hotel,2015-11-07,2,3593
The Plaza Hotel,2015-11-07,3,3608
The Plaza Hotel,2015-11-07,4,3773
The Premier Hotel New York,2015-11-07,1,1437
The Premier Hotel New York,2015-11-07,3,1574
The Premier Hotel New York,2015-11-07,2,1651
The Premier Hotel New York,2015-11-07,4,1669
The Roger,2015-11-07,2,1635
The Roger,2015-11-07,4,1635
The Roger,2015-11-07,3,1635
The Roger,2015-11-07,1,1661
The Roosevelt Hotel New York City,2015-11-07,1,1395
The Roosevelt Hotel New York City,2015-11-07,2,1415
The St. Regis New York,2015-11-07,3,4822
The St. Regis New York,2015-11-07,2,4926
The Standard East Village,2015-11-07,1,1817
The SunBright,2015-11-07,2,416
The Towers of the Waldorf Astoria New York,2015-11-07,1,2325
The Towers of the Waldorf Astoria New York,2015-11-07,3,2615
The Towers of the Waldorf Astoria New York,2015-11-07,4,2715
The Towers of the Waldorf Astoria New York,2015-11-07,2,2775
The Westin New York Grand Central,2015-11-07,3,1678
The Westin New York Grand Central,2015-11-07,2,1733
United Nations Apartment Hotel,2015-11-07,1,1217
Viceroy New York,2015-11-07,2,2084
Viceroy New York,2015-11-07,1,2128
W New York,2015-11-07,2,1682
W New York,2015-11-07,3,1842
W New York,2015-11-07,1,1956
W New York - Downtown,2015-11-07,4,1756
W New York - Downtown,2015-11-07,3,1965
W New York - Downtown,2015-11-07,2,2011
W New York - Union Square,2015-11-07,2,2356
W New York - Union Square,2015-11-07,1,2415
W New York Times Square,2015-11-07,3,1682
W New York Times Square,2015-11-07,2,1758
W New York Times Square,2015-11-07,1,1780
W New York Times Square,2015-11-07,4,1849
Waldorf Astoria New York,2015-11-07,3,2080
Waldorf Astoria New York,2015-11-07,4,2125
Waldorf Astoria New York,2015-11-07,2,2225
Westin New York at Times Square,2015-11-07,2,1695
Westin New York at Times Square,2015-11-07,1,1825
Westin New York at Times Square,2015-11-07,3,1896
Wyndham Garden - Manhattan Chelsea West,2015-11-07,1,1021
Wyndham Garden - Manhattan Chelsea West,2015-11-07,2,1066
Wyndham Garden - Manhattan Chelsea West,2015-11-07,3,1148
Wyndham Garden Brooklyn Sunset Park,2015-11-07,1,784
Wyndham Garden Brooklyn Sunset Park,2015-11-07,2,786
Wyndham Garden Brooklyn Sunset Park,2015-11-07,3,820
Wyndham Garden Chinatown,2015-11-07,2,1126
Wyndham Garden Chinatown,2015-11-07,1,1201
Wyndham Garden Long Island City Manhattan View,2015-11-07,2,684
Wyndham New Yorker,2015-11-07,1,1087
Wyndham New Yorker,2015-11-07,2,1110
Wyndham New Yorker,2015-11-07,4,1120
Wyndham New Yorker,2015-11-07,3,1120
Andaz Wall Street - a concept by Hyatt,2015-11-10,2,1352
Andaz Wall Street - a concept by Hyatt,2015-11-10,3,1546
Andaz Wall Street - a concept by Hyatt,2015-11-10,4,1619
Cassa Hotel 45th Street,2015-11-10,3,1016
Cassa Hotel 45th Street,2015-11-10,2,1597
Comfort Inn Times Square South Area,2015-11-10,4,1056
Comfort Inn Times Square South Area,2015-11-10,3,1085
Comfort Inn Times Square South Area,2015-11-10,1,1098
Comfort Inn Times Square South Area,2015-11-10,2,1128
Conrad New York,2015-11-10,2,2255
Conrad New York,2015-11-10,3,2355
Conrad New York,2015-11-10,4,2465
Courtyard Newark Elizabeth,2015-11-10,2,815
Courtyard by Marriott New York Manhattan Times Square,2015-11-10,3,1518
Courtyard by Marriott New York Manhattan Upper East Side,2015-11-10,1,1586
Courtyard by Marriott New York Manhattan Upper East Side,2015-11-10,2,1601
Crowne Plaza Times Square Manhattan,2015-11-10,2,1316
Crowne Plaza Times Square Manhattan,2015-11-10,1,1740
DoubleTree by Hilton Hotel New York - Times Square South,2015-11-10,3,1201
DoubleTree by Hilton Metropolitan - New York City,2015-11-10,2,1073
DoubleTree by Hilton New York City - Chelsea,2015-11-10,3,1210
DoubleTree by Hilton New York City - Chelsea,2015-11-10,2,1441
DoubleTree by Hilton New York City - Chelsea,2015-11-10,4,1574
DoubleTree by Hilton New York City - Financial District,2015-11-10,2,1083
DoubleTree by Hilton New York City - Financial District,2015-11-10,3,1116
DoubleTree by Hilton New York City - Financial District,2015-11-10,4,1232
Fairfield Inn by Marriott LaGuardia Airport Flushing,2015-11-10,2,925
Fairfield Inn by Marriott LaGuardia Airport Flushing,2015-11-10,3,925
Four Seasons Hotel New York,2015-11-10,4,5355
Gild Hall A Thompson Hotel,2015-11-10,2,1294
Gild Hall A Thompson Hotel,2015-11-10,1,1310
Gild Hall A Thompson Hotel,2015-11-10,3,1400
Gild Hall A Thompson Hotel,2015-11-10,4,1446
Grand Hyatt New York,2015-11-10,2,1345
Grand Hyatt New York,2015-11-10,3,1505
Grand Hyatt New York,2015-11-10,4,1525
Grand Hyatt New York,2015-11-10,1,1545
Hampton Inn & Suites Staten Island,2015-11-10,2,745
Hampton Inn & Suites Staten Island,2015-11-10,3,745
Hampton Inn Manhattan Downtown-Financial District,2015-11-10,3,1210
Hampton Inn Manhattan Downtown-Financial District,2015-11-10,2,1255
Hampton Inn Manhattan Downtown-Financial District,2015-11-10,4,1264
Hampton Inn Manhattan Soho,2015-11-10,3,1255
Hampton Inn Manhattan Soho,2015-11-10,4,1395
Hampton Inn Manhattan Times Square Central,2015-11-10,3,1645
Hampton Inn Manhattan Times Square Central,2015-11-10,4,1645
Hampton Inn Manhattan United Nations,2015-11-10,1,1245
Hampton Inn Manhattan United Nations,2015-11-10,2,1405
Hampton Inn Manhattan United Nations,2015-11-10,3,1445
Hampton Inn Manhattan-Seaport-Financial District,2015-11-10,2,1003
Hampton Inn Manhattan-Seaport-Financial District,2015-11-10,3,1030
Hampton Inn Manhattan-Seaport-Financial District,2015-11-10,4,1057
Hampton Inn Manhattan-Seaport-Financial District,2015-11-10,1,1084
Hampton Inn New York - 35th Street - Empire State Building,2015-11-10,2,1294
Hampton Inn New York Chelsea,2015-11-10,1,1418
Hilton Garden Inn New York Central Park South-Midtown West,2015-11-10,2,1421
Hilton Garden Inn New York Long Island City,2015-11-10,2,819
Hilton Garden Inn New York Long Island City,2015-11-10,3,826
Hilton Garden Inn New York Long Island City,2015-11-10,4,954
Hilton Garden Inn New York Manhattan-Chelsea,2015-11-10,3,1064
Hilton Garden Inn New York Manhattan-Chelsea,2015-11-10,4,1110
Hilton Garden Inn Times Square,2015-11-10,2,1340
Hilton Garden Inn Times Square,2015-11-10,1,1348
Hilton Garden Inn Times Square,2015-11-10,3,1365
Hilton Manhattan East,2015-11-10,2,1197
Hilton Manhattan East,2015-11-10,3,1203
Hilton New York Fashion District,2015-11-10,4,1311
Hilton New York Fashion District,2015-11-10,1,1375
Hilton Newark Airport,2015-11-10,2,700
Hilton Newark Airport,2015-11-10,3,750
Hilton Newark Airport,2015-11-10,4,800
Hilton Times Square,2015-11-10,1,1615
Hilton Times Square,2015-11-10,3,1632
Hilton Times Square,2015-11-10,2,1650
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-11-10,2,1275
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-11-10,3,1445
Hotel 48LEX New York,2015-11-10,3,1723
Howard Johnson Inn Jamaica JFK Airport NYC,2015-11-10,2,459
Hyatt Herald Square New York,2015-11-10,4,1255
Hyatt Herald Square New York,2015-11-10,3,1336
Hyatt Herald Square New York,2015-11-10,1,1498
Hyatt Place New York Midtown South,2015-11-10,4,1245
Hyatt Place New York Midtown South,2015-11-10,2,1295
Hyatt Place New York Midtown South,2015-11-10,3,1295
Hyatt Place New York Midtown South,2015-11-10,1,1295
Hyatt Union Square New York,2015-11-10,4,1730
Hyatt Union Square New York,2015-11-10,3,1916
Langham Place New York Fifth Avenue,2015-11-10,2,2993
Langham Place New York Fifth Avenue,2015-11-10,3,3098
Langham Place New York Fifth Avenue,2015-11-10,4,3238
Langham Place New York Fifth Avenue,2015-11-10,1,3431
Le Parker Meridien New York,2015-11-10,2,1896
Le Parker Meridien New York,2015-11-10,3,1949
Le Parker Meridien New York,2015-11-10,4,1998
Loews Regency New York Hotel,2015-11-10,3,2316
Loews Regency New York Hotel,2015-11-10,2,2395
Loews Regency New York Hotel,2015-11-10,4,2795
Loews Regency New York Hotel,2015-11-10,1,3095
Magnuson Convention Center Hotel,2015-11-10,1,998
Manhattan NYC-an Affinia hotel,2015-11-10,2,1256
Manhattan NYC-an Affinia hotel,2015-11-10,3,1278
Martha Washington,2015-11-10,2,1365
Martha Washington,2015-11-10,3,1435
McCarren Hotel & Pool,2015-11-10,4,1422
McCarren Hotel & Pool,2015-11-10,2,1667
Millenium Hilton,2015-11-10,2,1555
Millenium Hilton,2015-11-10,3,1645
Millenium Hilton,2015-11-10,4,1795
NOMO SOHO,2015-11-10,3,2105
NOMO SOHO,2015-11-10,1,2173
NOMO SOHO,2015-11-10,2,2222
New York Hilton Midtown,2015-11-10,3,1355
New York Marriott East Side,2015-11-10,3,1825
Newark Liberty International Airport Marriott,2015-11-10,2,914
Newark Liberty International Airport Marriott,2015-11-10,3,982
Newark Liberty International Airport Marriott,2015-11-10,4,1084
Omni Berkshire Place,2015-11-10,3,2005
Omni Berkshire Place,2015-11-10,4,2205
Omni Berkshire Place,2015-11-10,1,2525
Park Hyatt New York,2015-11-10,3,4798
Park Hyatt New York,2015-11-10,4,4843
Quality Inn Woodside,2015-11-10,4,566
Quality Inn Woodside,2015-11-10,3,596
Quality Inn Woodside,2015-11-10,2,634
Renaissance Newark Airport Hotel,2015-11-10,2,1005
Renaissance Newark Airport Hotel,2015-11-10,3,1085
Renaissance Newark Airport Hotel,2015-11-10,4,1215
Residence Inn New York The Bronx At Metro Center Atrium,2015-11-10,3,958
Residence Inn Newark Elizabeth Liberty International Airport,2015-11-10,2,717
Residence Inn Newark Elizabeth Liberty International Airport,2015-11-10,3,746
Residence Inn Newark Elizabeth Liberty International Airport,2015-11-10,4,798
Shelburne NYC-an Affinia hotel,2015-11-10,3,1152
Shelburne NYC-an Affinia hotel,2015-11-10,4,1229
Shelburne NYC-an Affinia hotel,2015-11-10,2,1242
Sheraton New York Times Square Hotel,2015-11-10,3,1362
Sheraton New York Times Square Hotel,2015-11-10,2,1406
SpringHill Suites by Marriott Newark Liberty International,2015-11-10,1,683
SpringHill Suites by Marriott Newark Liberty International,2015-11-10,2,693
SpringHill Suites by Marriott Newark Liberty International,2015-11-10,3,728
TRYP By Wyndham Times Square South,2015-11-10,1,1062
The Benjamin,2015-11-10,4,1657
The Benjamin,2015-11-10,1,1672
The Benjamin,2015-11-10,2,1719
The Benjamin,2015-11-10,3,1720
The Carlyle A Rosewood Hotel,2015-11-10,2,3420
The Carlyle A Rosewood Hotel,2015-11-10,3,3555
The Carlyle A Rosewood Hotel,2015-11-10,4,3690
The Chatwal a Luxury Collection Hotel New York City,2015-11-10,1,3415
The Lexington New York City Autograph Collection,2015-11-10,2,1380
The Lombardy,2015-11-10,3,1935
The New York EDITION,2015-11-10,3,2305
The Peninsula New York,2015-11-10,2,4325
The Peninsula New York,2015-11-10,3,4375
The Plaza Hotel,2015-11-10,4,3638
The Plaza Hotel,2015-11-10,3,3713
The Plaza Hotel,2015-11-10,2,3720
The Plaza Hotel,2015-11-10,1,3848
The Premier Hotel New York,2015-11-10,4,1450
The Premier Hotel New York,2015-11-10,3,1544
The Premier Hotel New York,2015-11-10,2,1630
The Premier Hotel New York,2015-11-10,1,1725
The Roger,2015-11-10,1,1569
The Roger,2015-11-10,2,1569
The Roger,2015-11-10,4,1587
The Roger,2015-11-10,3,1595
The Roosevelt Hotel New York City,2015-11-10,2,1135
The Roosevelt Hotel New York City,2015-11-10,3,1165
The Roosevelt Hotel New York City,2015-11-10,4,1183
The Shoreham Hotel,2015-11-10,3,1355
The Shoreham Hotel,2015-11-10,2,1355
The Shoreham Hotel,2015-11-10,4,1355
The Shoreham Hotel,2015-11-10,1,1355
The Towers of the Waldorf Astoria New York,2015-11-10,4,2635
The Towers of the Waldorf Astoria New York,2015-11-10,1,2865
United Nations Apartment Hotel,2015-11-10,3,1277
United Nations Apartment Hotel,2015-11-10,2,1357
United Nations Apartment Hotel,2015-11-10,4,1456
Viceroy New York,2015-11-10,4,1901
Viceroy New York,2015-11-10,3,1947
W New York,2015-11-10,2,1603
W New York - Union Square,2015-11-10,3,2406
W New York - Union Square,2015-11-10,4,2485
W New York Times Square,2015-11-10,2,1658
W New York Times Square,2015-11-10,3,1729
W New York Times Square,2015-11-10,4,1793
Waldorf Astoria New York,2015-11-10,3,1465
Waldorf Astoria New York,2015-11-10,4,1768
Waldorf Astoria New York,2015-11-10,1,2025
Waldorf Astoria New York,2015-11-10,2,2055
Westin New York at Times Square,2015-11-10,1,1576
Westin New York at Times Square,2015-11-10,2,1656
Westin New York at Times Square,2015-11-10,3,1723
Wyndham Garden - Manhattan Chelsea West,2015-11-10,2,1119
Wyndham Garden - Manhattan Chelsea West,2015-11-10,3,1123
Wyndham Garden - Manhattan Chelsea West,2015-11-10,1,1380
Wyndham Garden Brooklyn Sunset Park,2015-11-10,3,760
Wyndham Garden Brooklyn Sunset Park,2015-11-10,2,803
Wyndham Garden Long Island City Manhattan View,2015-11-10,2,752
Wyndham New Yorker,2015-11-10,2,1113
Wyndham New Yorker,2015-11-10,3,1259
ink48 hotel a Kimpton Hotel,2015-11-10,3,1686
Andaz 5th Avenue - a concept by Hyatt,2015-11-11,2,1982
Andaz 5th Avenue - a concept by Hyatt,2015-11-11,3,2375
Andaz Wall Street - a concept by Hyatt,2015-11-11,1,1078
Andaz Wall Street - a concept by Hyatt,2015-11-11,2,1305
Andaz Wall Street - a concept by Hyatt,2015-11-11,3,1430
Cassa Hotel 45th Street,2015-11-11,2,1259
Cassa Hotel 45th Street,2015-11-11,3,1278
Cassa Hotel 45th Street,2015-11-11,4,1446
Cassa Hotel 45th Street,2015-11-11,1,1578
Comfort Inn Times Square South Area,2015-11-11,3,994
Comfort Inn Times Square South Area,2015-11-11,2,1014
Conrad New York,2015-11-11,2,1685
Conrad New York,2015-11-11,3,2065
Conrad New York,2015-11-11,1,2235
Conrad New York,2015-11-11,4,2415
Courtyard Newark Elizabeth,2015-11-11,1,755
Courtyard by Marriott New York Manhattan Times Square,2015-11-11,2,1345
Crowne Plaza Times Square Manhattan,2015-11-11,1,1542
DoubleTree Suites by Hilton New York City - Times Square,2015-11-11,3,1415
DoubleTree Suites by Hilton New York City - Times Square,2015-11-11,1,1416
DoubleTree Suites by Hilton New York City - Times Square,2015-11-11,2,1416
DoubleTree by Hilton Hotel New York - Times Square South,2015-11-11,2,1057
DoubleTree by Hilton Hotel New York - Times Square South,2015-11-11,3,1102
DoubleTree by Hilton Hotel New York - Times Square South,2015-11-11,4,1104
DoubleTree by Hilton Metropolitan - New York City,2015-11-11,1,917
DoubleTree by Hilton Metropolitan - New York City,2015-11-11,3,987
DoubleTree by Hilton Metropolitan - New York City,2015-11-11,2,1020
DoubleTree by Hilton Metropolitan - New York City,2015-11-11,4,1133
DoubleTree by Hilton New York City - Chelsea,2015-11-11,1,1128
DoubleTree by Hilton New York City - Chelsea,2015-11-11,3,1134
DoubleTree by Hilton New York City - Chelsea,2015-11-11,2,1171
DoubleTree by Hilton New York City - Financial District,2015-11-11,2,923
DoubleTree by Hilton New York City - Financial District,2015-11-11,1,928
DoubleTree by Hilton New York City - Financial District,2015-11-11,3,964
DoubleTree by Hilton New York City - Financial District,2015-11-11,4,1133
Eventi Hotel a Kimpton Hotel,2015-11-11,2,1552
Eventi Hotel a Kimpton Hotel,2015-11-11,3,1593
Eventi Hotel a Kimpton Hotel,2015-11-11,4,1690
Four Seasons Hotel New York,2015-11-11,3,5235
Four Seasons Hotel New York,2015-11-11,4,5355
Gild Hall A Thompson Hotel,2015-11-11,2,1163
Gild Hall A Thompson Hotel,2015-11-11,1,1282
Gild Hall A Thompson Hotel,2015-11-11,3,1309
Grand Hyatt New York,2015-11-11,1,1155
Grand Hyatt New York,2015-11-11,2,1255
Grand Hyatt New York,2015-11-11,3,1315
Grand Hyatt New York,2015-11-11,4,1335
Hampton Inn Madison Square Garden Area Hotel,2015-11-11,1,1097
Hampton Inn Madison Square Garden Area Hotel,2015-11-11,2,1107
Hampton Inn Madison Square Garden Area Hotel,2015-11-11,4,1124
Hampton Inn Madison Square Garden Area Hotel,2015-11-11,3,1154
Hampton Inn Manhattan Downtown-Financial District,2015-11-11,2,1048
Hampton Inn Manhattan Downtown-Financial District,2015-11-11,3,1102
Hampton Inn Manhattan Downtown-Financial District,2015-11-11,1,1102
Hampton Inn Manhattan Downtown-Financial District,2015-11-11,4,1318
Hampton Inn Manhattan Soho,2015-11-11,2,1055
Hampton Inn Manhattan Soho,2015-11-11,1,1075
Hampton Inn Manhattan Soho,2015-11-11,3,1095
Hampton Inn Manhattan Times Square Central,2015-11-11,4,1132
Hampton Inn Manhattan Times Square Central,2015-11-11,2,1495
Hampton Inn Manhattan Times Square Central,2015-11-11,3,1495
Hampton Inn Manhattan Times Square South,2015-11-11,1,1155
Hampton Inn Manhattan Times Square South,2015-11-11,2,1186
Hampton Inn Manhattan Times Square South,2015-11-11,3,1200
Hampton Inn Manhattan United Nations,2015-11-11,1,1014
Hampton Inn Manhattan United Nations,2015-11-11,4,1075
Hampton Inn Manhattan United Nations,2015-11-11,3,1135
Hampton Inn Manhattan United Nations,2015-11-11,2,1205
Hampton Inn Manhattan-Seaport-Financial District,2015-11-11,1,931
Hampton Inn Manhattan-Seaport-Financial District,2015-11-11,2,958
Hampton Inn Manhattan-Seaport-Financial District,2015-11-11,3,1196
Hampton Inn New York - 35th Street - Empire State Building,2015-11-11,4,1065
Hampton Inn New York - 35th Street - Empire State Building,2015-11-11,2,1222
Hampton Inn New York - LaGuardia Airport,2015-11-11,3,843
Hilton Garden Inn New York Central Park South-Midtown West,2015-11-11,4,997
Hilton Garden Inn New York Central Park South-Midtown West,2015-11-11,1,1182
Hilton Garden Inn New York Central Park South-Midtown West,2015-11-11,2,1272
Hilton Garden Inn New York Central Park South-Midtown West,2015-11-11,3,1362
Hilton Garden Inn New York Long Island City,2015-11-11,1,757
Hilton Garden Inn New York Long Island City,2015-11-11,2,796
Hilton Garden Inn New York Long Island City,2015-11-11,3,802
Hilton Garden Inn New York Manhattan-Chelsea,2015-11-11,3,976
Hilton Garden Inn New York Manhattan-Chelsea,2015-11-11,2,1031
Hilton Garden Inn New York Manhattan-Chelsea,2015-11-11,4,1291
Hilton Garden Inn New York Manhattan-Midtown East,2015-11-11,4,1033
Hilton Garden Inn New York Manhattan-Midtown East,2015-11-11,2,1045
Hilton Garden Inn New York Manhattan-Midtown East,2015-11-11,1,1109
Hilton Garden Inn New York Midtown Park Ave,2015-11-11,1,1155
Hilton Garden Inn New York Midtown Park Ave,2015-11-11,2,1243
Hilton Garden Inn New York West 35th Street,2015-11-11,1,982
Hilton Garden Inn New York West 35th Street,2015-11-11,2,1035
Hilton Garden Inn New York West 35th Street,2015-11-11,3,1094
Hilton Garden Inn New York-Times Square Central,2015-11-11,1,1273
Hilton Garden Inn New York-Times Square Central,2015-11-11,4,1282
Hilton Garden Inn New York-Times Square Central,2015-11-11,3,1324
Hilton Garden Inn Times Square,2015-11-11,3,1134
Hilton Garden Inn Times Square,2015-11-11,4,1144
Hilton Garden Inn Times Square,2015-11-11,2,1185
Hilton Garden Inn Times Square,2015-11-11,1,1195
Hilton Garden Inn Tribeca,2015-11-11,3,1288
Hilton Garden Inn Tribeca,2015-11-11,2,1316
Hilton Manhattan East,2015-11-11,1,1073
Hilton Manhattan East,2015-11-11,2,1090
Hilton Manhattan East,2015-11-11,3,1135
Hilton Manhattan East,2015-11-11,4,1306
Hilton New York Fashion District,2015-11-11,1,1133
Hilton New York Fashion District,2015-11-11,2,1214
Hilton New York Fashion District,2015-11-11,3,1268
Hilton Newark Airport,2015-11-11,1,650
Hilton Newark Airport,2015-11-11,2,700
Hilton Newark Airport,2015-11-11,3,750
Hilton Times Square,2015-11-11,2,1307
Hilton Times Square,2015-11-11,4,1477
Hilton Times Square,2015-11-11,1,1510
Hilton Times Square,2015-11-11,3,1550
Home2 Suites by Hilton NY Long Island City Manhattan View,2015-11-11,1,1015
Home2 Suites by Hilton NY Long Island City Manhattan View,2015-11-11,4,1021
Home2 Suites by Hilton NY Long Island City Manhattan View,2015-11-11,3,1023
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-11-11,2,1135
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-11-11,3,1185
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-11-11,1,1185
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-11-11,4,1445
Howard Johnson Inn Jamaica JFK Airport NYC,2015-11-11,1,431
Hyatt Herald Square New York,2015-11-11,2,1120
Hyatt Herald Square New York,2015-11-11,3,1165
Hyatt Herald Square New York,2015-11-11,4,1315
Hyatt Herald Square New York,2015-11-11,1,1318
Hyatt Place Flushing LaGuardia Airport,2015-11-11,1,868
Hyatt Place New York Midtown South,2015-11-11,2,945
Hyatt Place New York Midtown South,2015-11-11,4,945
Hyatt Place New York Midtown South,2015-11-11,3,1045
Hyatt Place New York Midtown South,2015-11-11,1,1065
Hyatt Times Square New York,2015-11-11,1,1640
Hyatt Union Square New York,2015-11-11,1,1832
Hyatt Union Square New York,2015-11-11,2,1848
Hyatt Union Square New York,2015-11-11,3,1882
Hyatt Union Square New York,2015-11-11,4,1883
Langham Place New York Fifth Avenue,2015-11-11,2,2888
Langham Place New York Fifth Avenue,2015-11-11,1,2923
Langham Place New York Fifth Avenue,2015-11-11,3,3028
Langham Place New York Fifth Avenue,2015-11-11,4,3168
Le Parker Meridien New York,2015-11-11,1,1753
Le Parker Meridien New York,2015-11-11,2,1785
Le Parker Meridien New York,2015-11-11,3,1834
Le Parker Meridien New York,2015-11-11,4,1881
Loews Regency New York Hotel,2015-11-11,2,2276
Loews Regency New York Hotel,2015-11-11,1,2276
Loews Regency New York Hotel,2015-11-11,3,2316
Loews Regency New York Hotel,2015-11-11,4,2316
Manhattan NYC-an Affinia hotel,2015-11-11,1,1126
Manhattan NYC-an Affinia hotel,2015-11-11,2,1149
Manhattan NYC-an Affinia hotel,2015-11-11,3,1174
Martha Washington,2015-11-11,2,1265
McCarren Hotel & Pool,2015-11-11,3,1703
Millenium Hilton,2015-11-11,1,1145
Millenium Hilton,2015-11-11,2,1395
Millenium Hilton,2015-11-11,3,1685
Millenium Hilton,2015-11-11,4,1895
NOMO SOHO,2015-11-11,2,1898
NOMO SOHO,2015-11-11,3,1921
NOMO SOHO,2015-11-11,1,2029
New York Hilton Midtown,2015-11-11,2,1325
New York Hilton Midtown,2015-11-11,3,1365
New York Marriott Downtown,2015-11-11,2,1527
New York Marriott Downtown,2015-11-11,3,1550
New York Marriott East Side,2015-11-11,2,1565
New York Marriott at the Brooklyn Bridge,2015-11-11,1,1232
Newark Liberty International Airport Marriott,2015-11-11,1,838
Newark Liberty International Airport Marriott,2015-11-11,2,906
Newark Liberty International Airport Marriott,2015-11-11,3,1008
Omni Berkshire Place,2015-11-11,2,1835
Omni Berkshire Place,2015-11-11,1,1935
Omni Berkshire Place,2015-11-11,3,2005
Omni Berkshire Place,2015-11-11,4,2155
Park Hyatt New York,2015-11-11,2,4753
Park Hyatt New York,2015-11-11,3,4798
