Hotel Name,Checkin Date,Discount Code,Discount Price
Andaz 5th Avenue - a concept by Hyatt,2015-08-12,3,1665
Andaz Wall Street - a concept by Hyatt,2015-08-12,2,1325
Andaz Wall Street - a concept by Hyatt,2015-08-12,3,1355
Andaz Wall Street - a concept by Hyatt,2015-08-12,1,1365
Best Western Plus Newark Airport West,2015-08-12,1,620
Cassa Hotel 45th Street,2015-08-12,1,1335
Cassa Hotel 45th Street,2015-08-12,2,1395
Cassa Hotel 45th Street,2015-08-12,3,1515
Cassa Hotel 45th Street,2015-08-12,4,1545
Comfort Inn Times Square South Area,2015-08-12,1,1082
Comfort Inn Times Square South Area,2015-08-12,2,1114
Comfort Inn Times Square South Area,2015-08-12,3,1174
Conrad New York,2015-08-12,3,1615
Conrad New York,2015-08-12,2,1635
Conrad New York,2015-08-12,4,1915
Courtyard New York Manhattan Times Square West,2015-08-12,1,1250
Courtyard by Marriott New York City Manhattan Fifth Avenue,2015-08-12,1,1239
Courtyard by Marriott New York City Manhattan Fifth Avenue,2015-08-12,2,1252
Courtyard by Marriott New York City Manhattan Fifth Avenue,2015-08-12,3,1265
Courtyard by Marriott New York Manhattan SoHo,2015-08-12,3,1215
Courtyard by Marriott New York Manhattan SoHo,2015-08-12,2,1215
Courtyard by Marriott New York Manhattan SoHo,2015-08-12,1,1215
Courtyard by Marriott New York Manhattan Times Square,2015-08-12,1,1222
DoubleTree Suites by Hilton New York City - Times Square,2015-08-12,3,1738
DoubleTree by Hilton Hotel New York - Times Square South,2015-08-12,1,930
DoubleTree by Hilton Hotel New York - Times Square South,2015-08-12,2,1010
DoubleTree by Hilton Hotel New York - Times Square South,2015-08-12,4,1160
DoubleTree by Hilton Hotel Newark Airport,2015-08-12,2,675
DoubleTree by Hilton Hotel Newark Airport,2015-08-12,3,715
DoubleTree by Hilton Hotel Newark Airport,2015-08-12,1,755
DoubleTree by Hilton Metropolitan - New York City,2015-08-12,1,777
DoubleTree by Hilton Metropolitan - New York City,2015-08-12,2,805
DoubleTree by Hilton Metropolitan - New York City,2015-08-12,4,985
DoubleTree by Hilton Metropolitan - New York City,2015-08-12,3,1015
DoubleTree by Hilton New York City - Chelsea,2015-08-12,2,1006
DoubleTree by Hilton New York City - Chelsea,2015-08-12,3,1040
DoubleTree by Hilton New York City - Chelsea,2015-08-12,1,1042
DoubleTree by Hilton New York City - Chelsea,2015-08-12,4,1092
DoubleTree by Hilton New York City - Financial District,2015-08-12,1,995
DoubleTree by Hilton New York City - Financial District,2015-08-12,2,1115
DoubleTree by Hilton New York City - Financial District,2015-08-12,3,1135
DoubleTree by Hilton New York City - Financial District,2015-08-12,4,1215
Eventi Hotel a Kimpton Hotel,2015-08-12,1,1140
Eventi Hotel a Kimpton Hotel,2015-08-12,2,1148
Eventi Hotel a Kimpton Hotel,2015-08-12,3,1159
Eventi Hotel a Kimpton Hotel,2015-08-12,4,1176
Fairfield Inn by Marriott LaGuardia Airport Flushing,2015-08-12,1,915
Fairfield Inn by Marriott LaGuardia Airport Flushing,2015-08-12,2,935
Fairfield Inn by Marriott LaGuardia Airport Flushing,2015-08-12,3,955
Four Seasons Hotel New York,2015-08-12,1,3090
Four Seasons Hotel New York,2015-08-12,2,3255
GEM Hotel - Chelsea an Ascend Hotel Collection Member,2015-08-12,3,1273
Gild Hall A Thompson Hotel,2015-08-12,3,1318
Gild Hall A Thompson Hotel,2015-08-12,2,1336
Gild Hall A Thompson Hotel,2015-08-12,1,1412
Grand Hyatt New York,2015-08-12,1,1183
Grand Hyatt New York,2015-08-12,2,1249
Grand Hyatt New York,2015-08-12,3,1311
Grand Hyatt New York,2015-08-12,4,1333
Hampton Inn Madison Square Garden Area Hotel,2015-08-12,2,1145
Hampton Inn Madison Square Garden Area Hotel,2015-08-12,4,1203
Hampton Inn Madison Square Garden Area Hotel,2015-08-12,1,1206
Hampton Inn Madison Square Garden Area Hotel,2015-08-12,3,1218
Hampton Inn Manhattan Downtown-Financial District,2015-08-12,2,1040
Hampton Inn Manhattan Downtown-Financial District,2015-08-12,3,1078
Hampton Inn Manhattan Soho,2015-08-12,1,1155
Hampton Inn Manhattan Soho,2015-08-12,2,1265
Hampton Inn Manhattan Soho,2015-08-12,4,1375
Hampton Inn Manhattan Soho,2015-08-12,3,1395
Hampton Inn Manhattan Times Square Central,2015-08-12,2,1302
Hampton Inn Manhattan Times Square Central,2015-08-12,1,1424
Hampton Inn Manhattan Times Square South,2015-08-12,1,1011
Hampton Inn Manhattan Times Square South,2015-08-12,3,1105
Hampton Inn Manhattan Times Square South,2015-08-12,4,1332
Hampton Inn Manhattan United Nations,2015-08-12,1,945
Hampton Inn Manhattan United Nations,2015-08-12,2,975
Hampton Inn Manhattan United Nations,2015-08-12,3,1005
Hampton Inn Manhattan United Nations,2015-08-12,4,1591
Hampton Inn New York - 35th Street - Empire State Building,2015-08-12,3,1182
Hampton Inn New York - 35th Street - Empire State Building,2015-08-12,2,1182
Hampton Inn Times Square North,2015-08-12,1,1021
Hampton Inn Times Square North,2015-08-12,4,1195
Hilton Garden Inn New York Central Park South-Midtown West,2015-08-12,1,938
Hilton Garden Inn New York Central Park South-Midtown West,2015-08-12,3,988
Hilton Garden Inn New York Central Park South-Midtown West,2015-08-12,4,1106
Hilton Garden Inn New York Central Park South-Midtown West,2015-08-12,2,1109
Hilton Garden Inn New York Long Island City,2015-08-12,1,838
Hilton Garden Inn New York Manhattan-Chelsea,2015-08-12,4,965
Hilton Garden Inn New York Manhattan-Chelsea,2015-08-12,2,1259
Hilton Garden Inn New York Manhattan-Midtown East,2015-08-12,1,985
Hilton Garden Inn New York Manhattan-Midtown East,2015-08-12,2,1085
Hilton Garden Inn New York Midtown Park Ave,2015-08-12,1,1035
Hilton Garden Inn New York Midtown Park Ave,2015-08-12,2,1065
Hilton Garden Inn New York Midtown Park Ave,2015-08-12,3,1125
Hilton Garden Inn New York Midtown Park Ave,2015-08-12,4,1185
Hilton Garden Inn New York West 35th Street,2015-08-12,4,975
Hilton Garden Inn New York West 35th Street,2015-08-12,2,1000
Hilton Garden Inn New York West 35th Street,2015-08-12,3,1089
Hilton Garden Inn New York West 35th Street,2015-08-12,1,1109
Hilton Garden Inn New York-Times Square Central,2015-08-12,2,1192
Hilton Garden Inn New York-Times Square Central,2015-08-12,1,1202
Hilton Garden Inn New York-Times Square Central,2015-08-12,4,1211
Hilton Garden Inn New York-Times Square Central,2015-08-12,3,1240
Hilton Garden Inn Times Square,2015-08-12,1,1224
Hilton Garden Inn Times Square,2015-08-12,4,1225
Hilton Garden Inn Times Square,2015-08-12,2,1305
Hilton Garden Inn Times Square,2015-08-12,3,1335
Hilton Manhattan East,2015-08-12,4,915
Hilton Manhattan East,2015-08-12,3,1008
Hilton Manhattan East,2015-08-12,2,1062
Hilton New York Fashion District,2015-08-12,2,1058
Hilton New York Fashion District,2015-08-12,3,1089
Hilton Newark Airport,2015-08-12,1,610
Hilton Newark Airport,2015-08-12,3,670
Hilton Newark Airport,2015-08-12,2,670
Hilton Times Square,2015-08-12,1,1430
Hilton Times Square,2015-08-12,2,1519
Hilton Times Square,2015-08-12,3,1630
Home2 Suites by Hilton NY Long Island City Manhattan View,2015-08-12,1,922
Home2 Suites by Hilton NY Long Island City Manhattan View,2015-08-12,2,940
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-08-12,1,1195
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-08-12,2,1245
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-08-12,3,1295
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-08-12,4,1315
Hyatt Herald Square New York,2015-08-12,1,1165
Hyatt Herald Square New York,2015-08-12,2,1305
Hyatt Times Square New York,2015-08-12,2,1285
Hyatt Times Square New York,2015-08-12,3,1295
Hyatt Times Square New York,2015-08-12,4,1315
Hyatt Union Square New York,2015-08-12,1,1349
Hyatt Union Square New York,2015-08-12,3,1363
Langham Place New York Fifth Avenue,2015-08-12,4,2055
Langham Place New York Fifth Avenue,2015-08-12,2,2823
Langham Place New York Fifth Avenue,2015-08-12,1,3075
Langham Place New York Fifth Avenue,2015-08-12,3,3126
Loews Regency New York Hotel,2015-08-12,1,1715
Loews Regency New York Hotel,2015-08-12,3,1715
Loews Regency New York Hotel,2015-08-12,2,1845
Magnuson Convention Center Hotel,2015-08-12,1,1046
Magnuson Convention Center Hotel,2015-08-12,4,1046
Magnuson Convention Center Hotel,2015-08-12,2,1070
Magnuson Convention Center Hotel,2015-08-12,3,1071
Martha Washington,2015-08-12,2,1563
Martha Washington,2015-08-12,1,1633
Martha Washington,2015-08-12,4,1746
Martha Washington,2015-08-12,3,1759
McCarren Hotel & Pool,2015-08-12,3,2225
Millenium Hilton,2015-08-12,1,1225
Millenium Hilton,2015-08-12,3,1295
Millenium Hilton,2015-08-12,2,1295
Millenium Hilton,2015-08-12,4,1555
New York Hilton Midtown,2015-08-12,3,1385
New York Hilton Midtown,2015-08-12,4,1395
New York Marriott East Side,2015-08-12,2,1275
New York Marriott at the Brooklyn Bridge,2015-08-12,3,1319
New York Marriott at the Brooklyn Bridge,2015-08-12,1,1349
Newark Liberty International Airport Marriott,2015-08-12,1,795
Newark Liberty International Airport Marriott,2015-08-12,2,872
Newark Liberty International Airport Marriott,2015-08-12,3,982
Omni Berkshire Place,2015-08-12,2,1303
Omni Berkshire Place,2015-08-12,1,1385
Omni Berkshire Place,2015-08-12,3,1389
Omni Berkshire Place,2015-08-12,4,1477
Park Hyatt New York,2015-08-12,1,3225
Park Hyatt New York,2015-08-12,3,3455
Park Hyatt New York,2015-08-12,2,3455
Park Hyatt New York,2015-08-12,4,3678
Quality Inn Convention Center,2015-08-12,3,941
Quality Inn Convention Center,2015-08-12,4,1245
Quality Inn Convention Center,2015-08-12,1,1245
Quality Inn Convention Center,2015-08-12,2,1273
Renaissance Newark Airport Hotel,2015-08-12,4,1185
Residence Inn Newark Elizabeth Liberty International Airport,2015-08-12,1,925
Residence Inn Newark Elizabeth Liberty International Airport,2015-08-12,2,955
Residence Inn Newark Elizabeth Liberty International Airport,2015-08-12,3,995
Residence Inn by Marriott New York Manhattan Midtown East,2015-08-12,1,1136
Residence Inn by Marriott New York Manhattan Midtown East,2015-08-12,2,1160
Residence Inn by Marriott New York Manhattan Midtown East,2015-08-12,3,1172
Shelburne NYC-an Affinia hotel,2015-08-12,1,1028
Smyth A Thompson Hotel,2015-08-12,1,1546
Smyth A Thompson Hotel,2015-08-12,2,1772
Smyth A Thompson Hotel,2015-08-12,4,1772
Smyth A Thompson Hotel,2015-08-12,3,1829
The Benjamin,2015-08-12,1,1284
The Benjamin,2015-08-12,2,1344
The Kitano New York,2015-08-12,1,2508
The New York EDITION,2015-08-12,3,1900
The New York EDITION,2015-08-12,2,1950
The Peninsula New York,2015-08-12,1,3165
The Peninsula New York,2015-08-12,2,4240
The Peninsula New York,2015-08-12,3,4270
The Plaza Hotel,2015-08-12,3,2725
The Plaza Hotel,2015-08-12,4,2969
The Plaza Hotel,2015-08-12,1,2969
The Plaza Hotel,2015-08-12,2,3038
The Roosevelt Hotel New York City,2015-08-12,4,935
The Roosevelt Hotel New York City,2015-08-12,1,935
The Standard East Village,2015-08-12,1,3046
The Westin New York Grand Central,2015-08-12,1,1282
The Westin New York Grand Central,2015-08-12,2,1386
The Westin New York Grand Central,2015-08-12,3,1441
The Westin New York Grand Central,2015-08-12,4,1446
Viceroy New York,2015-08-12,1,1495
Viceroy New York,2015-08-12,2,1545
Viceroy New York,2015-08-12,4,1625
Viceroy New York,2015-08-12,3,1805
W New York,2015-08-12,2,1129
W New York,2015-08-12,1,1133
W New York,2015-08-12,3,1168
W New York,2015-08-12,4,1309
W New York - Union Square,2015-08-12,2,1465
W New York - Union Square,2015-08-12,3,1518
W New York - Union Square,2015-08-12,4,1572
W New York Times Square,2015-08-12,3,1482
W New York Times Square,2015-08-12,1,1529
W New York Times Square,2015-08-12,2,1561
W New York Times Square,2015-08-12,4,1625
Westin New York at Times Square,2015-08-12,1,1263
Westin New York at Times Square,2015-08-12,2,1277
Westin New York at Times Square,2015-08-12,3,1328
Wyndham Garden Brooklyn Sunset Park,2015-08-12,2,1095
Wyndham Garden Long Island City Manhattan View,2015-08-12,2,833
ink48 hotel a Kimpton Hotel,2015-08-12,2,1303
ink48 hotel a Kimpton Hotel,2015-08-12,3,1482
Andaz 5th Avenue - a concept by Hyatt,2015-08-13,4,1339
Cassa Hotel 45th Street,2015-08-13,1,1235
Cassa Hotel 45th Street,2015-08-13,3,1315
Cassa Hotel 45th Street,2015-08-13,4,1435
Cassa Hotel 45th Street,2015-08-13,2,1645
Chelsea Inn,2015-08-13,2,655
Conrad New York,2015-08-13,3,1515
Conrad New York,2015-08-13,2,1585
Conrad New York,2015-08-13,4,1645
Conrad New York,2015-08-13,1,1755
Courtyard by Marriott New York City Manhattan Fifth Avenue,2015-08-13,4,1173
Courtyard by Marriott New York City Manhattan Fifth Avenue,2015-08-13,3,1186
Courtyard by Marriott New York Manhattan SoHo,2015-08-13,4,1099
Courtyard by Marriott New York Manhattan Times Square,2015-08-13,4,1194
Crowne Plaza Times Square Manhattan,2015-08-13,1,1069
Crowne Plaza Times Square Manhattan,2015-08-13,2,1085
DoubleTree Suites by Hilton New York City - Times Square,2015-08-13,2,1523
DoubleTree Suites by Hilton New York City - Times Square,2015-08-13,1,1533
DoubleTree Suites by Hilton New York City - Times Square,2015-08-13,3,1680
DoubleTree by Hilton Hotel New York - Times Square South,2015-08-13,2,1047
DoubleTree by Hilton Hotel New York - Times Square South,2015-08-13,1,1119
DoubleTree by Hilton Hotel Newark Airport,2015-08-13,1,625
DoubleTree by Hilton Hotel Newark Airport,2015-08-13,2,655
DoubleTree by Hilton Metropolitan - New York City,2015-08-13,3,709
DoubleTree by Hilton Metropolitan - New York City,2015-08-13,4,785
DoubleTree by Hilton New York City - Chelsea,2015-08-13,2,988
DoubleTree by Hilton New York City - Financial District,2015-08-13,3,935
DoubleTree by Hilton New York City - Financial District,2015-08-13,4,965
DoubleTree by Hilton New York City - Financial District,2015-08-13,2,995
Dumont NYC-an Affinia hotel,2015-08-13,2,1135
Eventi Hotel a Kimpton Hotel,2015-08-13,4,1109
Eventi Hotel a Kimpton Hotel,2015-08-13,3,1146
Eventi Hotel a Kimpton Hotel,2015-08-13,2,1166
Fairfield Inn by Marriott LaGuardia Airport Flushing,2015-08-13,4,855
Fairfield Inn by Marriott LaGuardia Airport Flushing,2015-08-13,3,935
GEM Hotel - Chelsea an Ascend Hotel Collection Member,2015-08-13,4,1179
GEM Hotel - Chelsea an Ascend Hotel Collection Member,2015-08-13,2,1228
Grand Hyatt New York,2015-08-13,2,1053
Grand Hyatt New York,2015-08-13,4,1057
Grand Hyatt New York,2015-08-13,3,1111
Grand Hyatt New York,2015-08-13,1,1155
Hampton Inn Madison Square Garden Area Hotel,2015-08-13,2,1100
Hampton Inn Manhattan Downtown-Financial District,2015-08-13,1,895
Hampton Inn Manhattan Downtown-Financial District,2015-08-13,2,913
Hampton Inn Manhattan Soho,2015-08-13,3,1205
Hampton Inn Manhattan Times Square Central,2015-08-13,4,920
Hampton Inn Manhattan Times Square Central,2015-08-13,3,988
Hampton Inn Manhattan Times Square Central,2015-08-13,2,1045
Hampton Inn Manhattan Times Square Central,2015-08-13,1,1129
Hampton Inn Manhattan Times Square South,2015-08-13,4,992
Hampton Inn Manhattan Times Square South,2015-08-13,3,1020
Hampton Inn Manhattan Times Square South,2015-08-13,2,1045
Hampton Inn Manhattan Times Square South,2015-08-13,1,1063
Hampton Inn Manhattan United Nations,2015-08-13,4,968
Hampton Inn Manhattan United Nations,2015-08-13,2,1005
Hampton Inn Manhattan United Nations,2015-08-13,3,1390
Hampton Inn Manhattan-Seaport-Financial District,2015-08-13,4,846
Hampton Inn Manhattan-Seaport-Financial District,2015-08-13,3,950
Hampton Inn Manhattan-Seaport-Financial District,2015-08-13,2,968
Hampton Inn Manhattan-Seaport-Financial District,2015-08-13,1,1022
Hampton Inn New York - 35th Street - Empire State Building,2015-08-13,4,1138
Hampton Inn New York - 35th Street - Empire State Building,2015-08-13,3,1192
Hampton Inn New York - 35th Street - Empire State Building,2015-08-13,2,1192
Hampton Inn New York Chelsea,2015-08-13,4,967
Hampton Inn New York Chelsea,2015-08-13,3,1025
Hampton Inn New York Chelsea,2015-08-13,2,1051
Hilton Garden Inn New York Central Park South-Midtown West,2015-08-13,4,962
Hilton Garden Inn New York Central Park South-Midtown West,2015-08-13,3,1042
Hilton Garden Inn New York Central Park South-Midtown West,2015-08-13,2,1042
Hilton Garden Inn New York Manhattan-Midtown East,2015-08-13,4,935
Hilton Garden Inn New York Manhattan-Midtown East,2015-08-13,3,935
Hilton Garden Inn New York Manhattan-Midtown East,2015-08-13,2,1045
Hilton Garden Inn New York Midtown Park Ave,2015-08-13,4,926
Hilton Garden Inn New York Midtown Park Ave,2015-08-13,3,1010
Hilton Garden Inn New York Midtown Park Ave,2015-08-13,2,1038
Hilton Garden Inn New York West 35th Street,2015-08-13,4,1007
Hilton Garden Inn New York West 35th Street,2015-08-13,1,1022
Hilton Garden Inn New York West 35th Street,2015-08-13,3,1022
Hilton Garden Inn New York West 35th Street,2015-08-13,2,1064
Hilton Garden Inn New York-Times Square Central,2015-08-13,4,966
Hilton Garden Inn Times Square,2015-08-13,3,1146
Hilton Garden Inn Times Square,2015-08-13,2,1183
Hilton Garden Inn Times Square,2015-08-13,4,1212
Hilton Garden Inn Times Square,2015-08-13,1,1240
Hilton Garden Inn Tribeca,2015-08-13,4,1089
Hilton Manhattan East,2015-08-13,3,944
Hilton Manhattan East,2015-08-13,4,970
Hilton Manhattan East,2015-08-13,2,981
Hilton New York Fashion District,2015-08-13,4,891
Hilton Newark Airport,2015-08-13,4,610
Hilton Newark Airport,2015-08-13,3,670
Hilton Times Square,2015-08-13,2,1290
Hilton Times Square,2015-08-13,4,1430
Hilton Times Square,2015-08-13,1,1440
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-08-13,4,1195
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-08-13,3,1315
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-08-13,2,1355
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-08-13,1,1425
Hotel 48LEX New York,2015-08-13,4,1208
Hyatt Herald Square New York,2015-08-13,4,1194
Hyatt Place Flushing LaGuardia Airport,2015-08-13,2,1085
Hyatt Times Square New York,2015-08-13,3,1305
Hyatt Times Square New York,2015-08-13,2,1335
Langham Place New York Fifth Avenue,2015-08-13,1,1695
Langham Place New York Fifth Avenue,2015-08-13,3,1785
Langham Place New York Fifth Avenue,2015-08-13,2,2823
Loews Regency New York Hotel,2015-08-13,2,1595
Loews Regency New York Hotel,2015-08-13,1,1595
Magnuson Convention Center Hotel,2015-08-13,1,848
Magnuson Convention Center Hotel,2015-08-13,4,853
Magnuson Convention Center Hotel,2015-08-13,2,867
Magnuson Convention Center Hotel,2015-08-13,3,870
Martha Washington,2015-08-13,1,1384
Martha Washington,2015-08-13,3,1460
McCarren Hotel & Pool,2015-08-13,1,1889
McCarren Hotel & Pool,2015-08-13,3,1951
McCarren Hotel & Pool,2015-08-13,2,2019
Millenium Hilton,2015-08-13,3,1075
Millenium Hilton,2015-08-13,4,1125
Millenium Hilton,2015-08-13,2,1295
Millenium Hilton,2015-08-13,1,1435
New York Hilton Midtown,2015-08-13,3,1255
New York Marriott East Side,2015-08-13,2,1295
New York Marriott at the Brooklyn Bridge,2015-08-13,2,1244
New York Marriott at the Brooklyn Bridge,2015-08-13,3,1312
New York Marriott at the Brooklyn Bridge,2015-08-13,4,1320
Newark Liberty International Airport Marriott,2015-08-13,4,795
Newark Liberty International Airport Marriott,2015-08-13,3,846
Newark Liberty International Airport Marriott,2015-08-13,2,1076
Omni Berkshire Place,2015-08-13,1,1313
Omni Berkshire Place,2015-08-13,2,1342
Omni Berkshire Place,2015-08-13,3,1489
Omni Berkshire Place,2015-08-13,4,1566
Park Hyatt New York,2015-08-13,4,3225
Park Hyatt New York,2015-08-13,3,3255
Park Hyatt New York,2015-08-13,2,3275
Park Hyatt New York,2015-08-13,1,3678
Quality Inn Convention Center,2015-08-13,4,1265
Quality Inn Convention Center,2015-08-13,3,1265
Quality Inn Woodside,2015-08-13,3,736
Quality Inn Woodside,2015-08-13,4,788
Quality Inn Woodside,2015-08-13,2,789
Ramada Long Island City,2015-08-13,2,533
Ramada Long Island City,2015-08-13,3,550
Red Carpet Inn New York City,2015-08-13,2,604
Residence Inn Newark Elizabeth Liberty International Airport,2015-08-13,3,884
Residence Inn Newark Elizabeth Liberty International Airport,2015-08-13,4,925
Residence Inn by Marriott New York Manhattan Midtown East,2015-08-13,4,1071
Residence Inn by Marriott New York Manhattan Midtown East,2015-08-13,3,1081
Residence Inn by Marriott New York Manhattan Midtown East,2015-08-13,2,1251
Shelburne NYC-an Affinia hotel,2015-08-13,1,963
Shelburne NYC-an Affinia hotel,2015-08-13,2,1011
Sheraton New York Times Square Hotel,2015-08-13,3,1411
Super 8 Brooklyn   Park Slope Hotel,2015-08-13,3,770
The Benjamin,2015-08-13,1,1119
The Benjamin,2015-08-13,2,1191
The High Line Hotel,2015-08-13,1,2402
The Muse Hotel a Kimpton Hotel,2015-08-13,2,1276
The New York EDITION,2015-08-13,3,1925
The New York EDITION,2015-08-13,2,1925
The Peninsula New York,2015-08-13,2,4140
The Peninsula New York,2015-08-13,1,4240
The Plaza Hotel,2015-08-13,3,2788
The Plaza Hotel,2015-08-13,4,2969
The Plaza Hotel,2015-08-13,2,2975
The Standard East Village,2015-08-13,4,1588
The Standard East Village,2015-08-13,1,1638
The Standard East Village,2015-08-13,3,1642
The Westin New York Grand Central,2015-08-13,1,1247
Viceroy New York,2015-08-13,1,1465
W New York,2015-08-13,3,1126
W New York,2015-08-13,2,1126
W New York Times Square,2015-08-13,3,1371
W New York Times Square,2015-08-13,2,1387
W New York Times Square,2015-08-13,4,1665
Waldorf Astoria New York,2015-08-13,2,1262
Waldorf Astoria New York,2015-08-13,1,1263
Waldorf Astoria New York,2015-08-13,4,1271
Waldorf Astoria New York,2015-08-13,3,1313
Westin New York at Times Square,2015-08-13,4,1261
Westin New York at Times Square,2015-08-13,2,1285
Wyndham Garden Brooklyn Sunset Park,2015-08-13,1,1135
Wyndham Garden Brooklyn Sunset Park,2015-08-13,2,1135
ink48 hotel a Kimpton Hotel,2015-08-13,2,1346
Andaz 5th Avenue - a concept by Hyatt,2015-08-19,4,2028
Cassa Hotel 45th Street,2015-08-19,1,1205
Cassa Hotel 45th Street,2015-08-19,2,1265
Cassa Hotel 45th Street,2015-08-19,4,1345
Cassa Hotel 45th Street,2015-08-19,3,1365
Conrad New York,2015-08-19,1,1325
Conrad New York,2015-08-19,2,1365
Conrad New York,2015-08-19,3,1525
Conrad New York,2015-08-19,4,1696
Courtyard New York Manhattan Times Square West,2015-08-19,1,1125
Courtyard New York Manhattan Times Square West,2015-08-19,2,1138
Courtyard New York Manhattan Times Square West,2015-08-19,3,1261
Courtyard by Marriott New York City Manhattan Fifth Avenue,2015-08-19,1,1291
Courtyard by Marriott New York City Manhattan Fifth Avenue,2015-08-19,2,1304
Courtyard by Marriott New York City Manhattan Fifth Avenue,2015-08-19,3,1317
Courtyard by Marriott New York Manhattan SoHo,2015-08-19,2,1267
Courtyard by Marriott New York Manhattan SoHo,2015-08-19,1,1267
Courtyard by Marriott New York Manhattan SoHo,2015-08-19,3,1267
Crowne Plaza Times Square Manhattan,2015-08-19,1,1368
DoubleTree by Hilton Hotel New York - Times Square South,2015-08-19,4,1009
DoubleTree by Hilton Hotel Newark Airport,2015-08-19,2,645
DoubleTree by Hilton Hotel Newark Airport,2015-08-19,3,715
DoubleTree by Hilton Hotel Newark Airport,2015-08-19,1,755
DoubleTree by Hilton Metropolitan - New York City,2015-08-19,1,845
DoubleTree by Hilton New York City - Chelsea,2015-08-19,3,867
DoubleTree by Hilton New York City - Chelsea,2015-08-19,4,1050
DoubleTree by Hilton New York City - Chelsea,2015-08-19,2,1069
DoubleTree by Hilton New York City - Chelsea,2015-08-19,1,1211
DoubleTree by Hilton New York City - Financial District,2015-08-19,3,945
DoubleTree by Hilton New York City - Financial District,2015-08-19,2,945
DoubleTree by Hilton New York City - Financial District,2015-08-19,1,955
DoubleTree by Hilton New York City - Financial District,2015-08-19,4,985
Eventi Hotel a Kimpton Hotel,2015-08-19,2,1271
Eventi Hotel a Kimpton Hotel,2015-08-19,3,1295
Eventi Hotel a Kimpton Hotel,2015-08-19,4,1337
Fairfield Inn by Marriott LaGuardia Airport Flushing,2015-08-19,2,855
Fairfield Inn by Marriott LaGuardia Airport Flushing,2015-08-19,3,885
Fairfield Inn by Marriott LaGuardia Airport Flushing,2015-08-19,1,895
Fairfield Inn by Marriott LaGuardia Airport Flushing,2015-08-19,4,945
Four Seasons Hotel New York,2015-08-19,1,3090
Four Seasons Hotel New York,2015-08-19,2,3255
Gild Hall A Thompson Hotel,2015-08-19,2,1226
Gild Hall A Thompson Hotel,2015-08-19,3,1253
Gild Hall A Thompson Hotel,2015-08-19,1,1294
Grand Hyatt New York,2015-08-19,4,1111
Hampton Inn & Suites Staten Island,2015-08-19,2,633
Hampton Inn & Suites Staten Island,2015-08-19,1,634
Hampton Inn Madison Square Garden Area Hotel,2015-08-19,2,1040
Hampton Inn Madison Square Garden Area Hotel,2015-08-19,3,1079
Hampton Inn Madison Square Garden Area Hotel,2015-08-19,4,1278
Hampton Inn Madison Square Garden Area Hotel,2015-08-19,1,1292
Hampton Inn Manhattan Downtown-Financial District,2015-08-19,3,1078
Hampton Inn Manhattan Soho,2015-08-19,2,1135
Hampton Inn Manhattan Soho,2015-08-19,3,1465
Hampton Inn Manhattan Soho,2015-08-19,4,1475
Hampton Inn Manhattan Times Square Central,2015-08-19,2,1302
Hampton Inn Manhattan Times Square Central,2015-08-19,3,1443
Hampton Inn Manhattan Times Square South,2015-08-19,1,983
Hampton Inn Manhattan Times Square South,2015-08-19,3,989
Hampton Inn Manhattan Times Square South,2015-08-19,2,1043
Hampton Inn Manhattan Times Square South,2015-08-19,4,1088
Hampton Inn Manhattan United Nations,2015-08-19,3,1059
Hampton Inn Manhattan United Nations,2015-08-19,1,1069
Hampton Inn Manhattan United Nations,2015-08-19,2,1069
Hampton Inn Manhattan United Nations,2015-08-19,4,1250
Hampton Inn Manhattan-Seaport-Financial District,2015-08-19,2,872
Hampton Inn Manhattan-Seaport-Financial District,2015-08-19,3,892
Hampton Inn New York - 35th Street - Empire State Building,2015-08-19,3,1307
Hilton Garden Inn New York Central Park South-Midtown West,2015-08-19,3,934
Hilton Garden Inn New York Central Park South-Midtown West,2015-08-19,2,971
Hilton Garden Inn New York Central Park South-Midtown West,2015-08-19,4,1025
Hilton Garden Inn New York Central Park South-Midtown West,2015-08-19,1,1035
Hilton Garden Inn New York Long Island City,2015-08-19,1,671
Hilton Garden Inn New York Manhattan-Chelsea,2015-08-19,3,928
Hilton Garden Inn New York Manhattan-Chelsea,2015-08-19,4,949
Hilton Garden Inn New York Manhattan-Chelsea,2015-08-19,2,961
Hilton Garden Inn New York Manhattan-Chelsea,2015-08-19,1,975
Hilton Garden Inn New York Manhattan-Midtown East,2015-08-19,1,894
Hilton Garden Inn New York Manhattan-Midtown East,2015-08-19,3,945
Hilton Garden Inn New York Manhattan-Midtown East,2015-08-19,2,964
Hilton Garden Inn New York Midtown Park Ave,2015-08-19,2,1057
Hilton Garden Inn New York Midtown Park Ave,2015-08-19,4,1057
Hilton Garden Inn New York Midtown Park Ave,2015-08-19,1,1092
Hilton Garden Inn New York Midtown Park Ave,2015-08-19,3,1125
