,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
10,Magnuson Convention Center Hotel,32.4341085271,25.2358490566,25.0819672131,28.4393692224,20.0,20.9420289855,26.7281105991,26.4496124031,23.2101910828,22.0518867925,21.4988290398,24.4154431756,22.8436018957,22.7035330261,26.1997867046,23.4947643979,16.4460784314,16.5458937198,23.0043785786,21.9281045752,17.1739130435,16.0087719298,31.6017316017,21.796042618,23.6573628489,24.1227229147,23.2497678737,21.8019625335,22.3090909091,30.8089500861,23.9461020212,24.8048048048,-1.0,21.096963761,20.7286673058,17.5642087821,22.2329317269,26.288372093,-1.0,-1.0,25.2307692308,25.8461538462,25.0452261307,23.1472839276,35.87808418,36.8777614138,23.0955035303,34.9070100143,22.2555066079,22.9768270945,23.6632747456,-1.0,30.3061754022,19.0278884462,24.4615688599,22.571692877,21.6936251189,24.8306010929,20.0352422907,15.4982578397,-1.0,-1.0,-1.0,-1.0,25.0954927426,25.9903381643,24.1523118767,-1.0,22.4850894632,22.5097276265,24.385026738,21.8379638624,21.1735662742,22.2071373157,21.9903381643,12.0779220779,-1.0,-1.0,-1.0,-1.0,27.6378326996,21.8498168498,23.2571996028,22.4208276666,21.9241443108,23.5902439024,23.2282712512,22.6070409134,-1.0,25.7528556594,25.4938271605,-1.0,25.8324022346,25.9016393443,-1.0,-1.0,22.2408376963,23.3155080214,23.4535519126,23.5754189944,-1.0,22.6051282051,22.0099502488,20.2054154995,22.2622622623,23.3025641026,21.7574021012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.6004922067,20.5435801312,22.9880136986,21.641025641,20.2247191011,20.9775171065,27.8823217599,25.9355509356,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.5960264901,19.9771428571,16.4660936008,17.9644519678,-1.0,18.7038556194,18.2311557789,17.4484789009,-1.0,-1.0,-1.0,-1.0,15.5602094241,17.3028571429,17.2547234236,16.96,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,Hilton Garden Inn New York West 35th Street,34.3875968992,23.5849056604,25.5035128806,26.5089722675,24.1037735849,25.7004830918,31.3978494624,31.2248062016,32.050955414,23.5849056604,23.4192037471,26.0467645459,27.6777251185,30.2304147465,36.7934589406,31.9044502618,25.4901960784,21.3043478261,28.5618053217,27.9411764706,24.154589372,24.0789473684,45.7142857143,33.7595129376,27.1607314726,26.481303931,27.4280408542,26.3514719001,26.2,32.7760019671,25.0240615977,24.024024024,28.2166199813,28.7952987267,25.5992329818,23.8773819387,24.2409638554,28.8558139535,28.5286343612,29.9551569507,31.2615384615,28.2051282051,28.5427135678,26.5820421878,38.1712626996,37.5552282769,21.6833890747,39.2846924177,27.9118942731,29.0374331551,29.953746531,29.8774740811,-1.0,24.4621513944,28.2750444576,26.8825161887,31.1322549952,35.3879781421,26.9779735683,20.5296167247,44.7320154881,31.9597069597,31.2783318223,30.3623188406,29.4117647059,29.0821256039,27.3980054397,30.7643979058,-1.0,28.0739299611,29.0695187166,27.666601904,32.719331561,32.0209464701,29.0821256039,16.6666666667,28.8197097021,24.8755364807,28.3217477656,24.3642611684,30.9885931559,23.5164835165,25.8391261172,-1.0,28.8066604995,31.2195121951,32.2445081184,-1.0,27.027027027,-1.0,-1.0,26.890052356,32.5139664804,29.8360655738,31.1657754011,29.2102564103,31.6439790576,33.6898395722,31.3661202186,32.2011173184,35.4256410256,32.8820512821,31.6616915423,31.2418300654,-1.0,26.9333333333,23.2282712512,-1.0,-1.0,24.0205128205,22.8084582221,21.2413793103,25.2474323063,27.3789991797,21.8369259606,26.926369863,-1.0,-1.0,25.8846529814,-1.0,-1.0,-1.0,-1.0,-1.0,22.9707602339,21.7757205975,20.8978032474,-1.0,-1.0,-1.0,-1.0,23.3178163352,26.2358974359,26.8457752256,21.5477386935,19.4896957802,27.171314741,24.1110877341,24.0516882034,24.1079014444,-1.0,-1.0,-1.0,-1.0,-1.0,24.402023919,22.6123595506,28.9743589744,-1.0,21.1428571429,27.52,27.9553072626,-1.0,23.004784689,20.2488038278,21.1194833154,28.7035175879,25.9384309831,27.1235721703,-1.0
12,Hilton Garden Inn New York-Times Square Central,37.2713178295,28.1132075472,29.0398126464,32.9255029908,-1.0,-1.0,-1.0,29.9534883721,24.6624203822,23.3254716981,26.7447306792,32.4904839587,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.8625799933,30.7189542484,-1.0,23.5745614035,46.5367965368,29.9847792998,-1.0,29.242569511,30.3435468895,27.9928635147,26.6181818182,34.6692894025,26.4870067372,30.8908908909,33.4640522876,31.6356513222,30.9683604986,-1.0,-1.0,-1.0,33.0572687225,34.0627802691,34.4205128205,35.3435897436,27.6381909548,25.2940078402,48.3309143687,44.8895434462,26.4771460424,45.3505007153,-1.0,29.7504456328,32.5439407956,32.4599434496,46.0560456668,-1.0,-1.0,30.6567992599,36.0989533777,30.2732240437,29.40969163,24.0278745645,-1.0,-1.0,-1.0,29.347826087,32.486631016,32.2512077295,-1.0,32.4188481675,33.4791252485,34.4163424125,-1.0,33.2815232174,31.9977212305,34.2125678821,31.0144927536,17.9112554113,33.1359816654,27.5193133047,36.6434955313,27.2852233677,36.644486692,28.8461538462,30.9632571996,29.6289100447,-1.0,31.3170731707,32.9512893983,-1.0,30.9309309309,33.0425752856,32.7983539095,32.5445026178,-1.0,35.606557377,-1.0,-1.0,-1.0,33.4331550802,37.4863387978,-1.0,32.1025641026,-1.0,-1.0,-1.0,27.6876876877,28.0,-1.0,-1.0,28.1432307383,27.3846153846,-1.0,24.197044335,26.2931839402,-1.0,22.8491096532,29.3664383562,32.1025641026,25.1872659176,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.7777777778,-1.0,25.2913085005,23.9402427638,36.9536423841,22.7428571429,23.5912129895,26.5552264071,28.0,-1.0,-1.0,-1.0,30.3320053121,-1.0,-1.0,26.1894647409,-1.0,-1.0,-1.0,-1.0,25.5244755245,26.6099356026,28.206928839,28.1351981352,-1.0,24.5714285714,25.9885714286,-1.0,44.9142857143,28.7272727273,24.3062200957,24.0688912809,-1.0,-1.0,-1.0,-1.0
13,Conrad New York,-1.0,38.5613207547,37.8220140515,52.0663404024,41.391509434,38.2850241546,46.5437788018,51.007751938,33.7579617834,32.1933962264,35.7142857143,46.1120174008,44.3917851501,44.7004608295,56.8076786349,-1.0,42.0343137255,37.3671497585,49.0063994611,45.9150326797,40.9420289855,-1.0,72.5108225108,-1.0,-1.0,-1.0,43.7325905292,-1.0,-1.0,52.2498155889,-1.0,-1.0,51.6339869281,49.4613124388,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.1507537688,46.2012320329,67.4891146589,63.4756995582,37.9970271275,70.8154506438,-1.0,-1.0,-1.0,56.2676720075,-1.0,-1.0,57.597312784,55.2266419981,46.5271170314,49.0710382514,36.0352422907,35.6097560976,-1.0,-1.0,49.2293744334,53.3514492754,36.7647058824,40.6763285024,41.4324569356,-1.0,-1.0,46.2062256809,46.3101604278,37.9832912376,49.0884922142,46.0628394104,41.8357487923,-1.0,-1.0,-1.0,-1.0,51.2886597938,-1.0,51.1904761905,57.8947368421,57.9949485137,-1.0,41.6585365854,41.929321872,44.6241674596,40.3403403403,44.3406022845,45.5761316872,55.1832460733,-1.0,54.7540983607,50.8021390374,-1.0,51.6230366492,55.935828877,51.1256830601,-1.0,-1.0,-1.0,49.6517412935,51.8207282913,-1.0,44.0,46.7048710602,-1.0,-1.0,28.8205128205,26.3806199959,22.9556650246,44.3510737628,46.246923708,35.5201499531,44.4135273973,50.7692307692,42.6029962547,44.6725317693,-1.0,-1.0,52.1387283237,49.0829512297,46.0317460317,52.2807017544,35.4512939196,39.4460362942,45.0980392157,-1.0,50.8571428571,36.1986628462,33.7494710114,48.7179487179,46.246923708,47.7386934673,-1.0,40.2390438247,35.4512939196,41.7882451021,46.6227697536,-1.0,22.7885714286,22.1488732074,24.5714285714,36.7132867133,34.1536338546,32.654494382,31.5850815851,-1.0,-1.0,44.6857142857,51.5083798883,60.9142857143,44.6889952153,46.4114832536,53.7136706136,48.7236180905,44.9056603774,51.4018691589,-1.0
14,Wyndham Garden Brooklyn Sunset Park,-1.0,25.8254716981,-1.0,-1.0,26.7688679245,27.4154589372,-1.0,-1.0,25.7834394904,21.1320754717,20.7962529274,-1.0,-1.0,24.1474654378,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.2329162656,20.4218600192,-1.0,-1.0,-1.0,-1.0,19.114533205,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.8418604651,21.7621145374,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.4933726068,-1.0,-1.0,-1.0,18.5739750446,23.9592969473,-1.0,-1.0,-1.0,-1.0,-1.0,22.5499524263,22.2076502732,18.3612334802,-1.0,26.7984511922,23.2783882784,-1.0,-1.0,-1.0,20.1352657005,19.7461468722,24.502617801,-1.0,21.7120622568,22.2887700535,22.7316883622,-1.0,19.7051978278,20.1352657005,-1.0,-1.0,17.8884120172,23.9324726912,18.2474226804,29.11121673,-1.0,20.6951340616,21.5076743734,-1.0,20.3317073171,19.4078319007,19.3529971456,22.1621621622,20.0,20.1851851852,-1.0,24.7374301676,23.4098360656,22.2887700535,21.7846153846,-1.0,20.9839572193,20.2404371585,23.7318435754,-1.0,16.8205128205,15.6417910448,-1.0,-1.0,16.8205128205,-1.0,-1.0,-1.0,-1.0,16.8343256005,-1.0,-1.0,16.1197703035,15.3701968135,-1.0,16.0820512821,14.7191011236,16.0312805474,-1.0,-1.0,18.5664739884,15.8399333055,-1.0,-1.0,16.8945928887,15.9885386819,-1.0,-1.0,-1.0,15.3390639924,-1.0,-1.0,15.5865463495,16.1407035176,-1.0,-1.0,15.8215863665,17.4447686536,-1.0,15.4345549738,16.5942857143,17.1181424994,-1.0,-1.0,20.8141674333,21.5823970037,-1.0,-1.0,-1.0,16.8685714286,-1.0,-1.0,13.8947368421,14.3923444976,-1.0,-1.0,14.4190665343,18.0893042575,-1.0
15,Hilton Newark Airport,18.9147286822,15.8018867925,15.6908665105,-1.0,-1.0,-1.0,20.5837173579,18.9147286822,13.8598726115,15.8018867925,14.9180327869,-1.0,19.2733017378,20.5837173579,23.8179879133,-1.0,-1.0,-1.0,22.566520714,19.9346405229,17.1497584541,-1.0,30.303030303,-1.0,10.9720885467,12.2722914669,13.1847725162,-1.0,-1.0,-1.0,12.7045235804,11.8118118118,14.5658263305,14.6914789422,13.0393096836,-1.0,10.4417670683,13.023255814,12.5110132159,-1.0,-1.0,-1.0,14.0703517588,-1.0,23.2220609579,22.0913107511,-1.0,-1.0,13.3920704846,15.1515151515,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.2230710466,13.1400966184,13.0553037171,-1.0,16.8986083499,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.6050420168,12.3605150215,15.4915590864,-1.0,-1.0,-1.0,14.2999006951,12.8230036915,-1.0,14.0487804878,14.7086914995,15.6041864891,13.2132132132,14.7455867082,15.6378600823,-1.0,-1.0,-1.0,14.9732620321,13.3333333333,-1.0,16.0427807487,15.3005464481,-1.0,-1.0,15.5897435897,15.7213930348,-1.0,13.013013013,14.358974359,14.3266475645,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0449438202,-1.0,-1.0,-1.0,16.1849710983,15.6315131305,14.939309057,15.2046783626,14.7275405007,14.3266475645,-1.0,-1.0,-1.0,13.3715377268,13.9652983496,-1.0,15.3814602133,14.472361809,-1.0,15.4050464807,13.8859667578,14.7978324302,16.5675446049,-1.0,-1.0,-1.0,-1.0,12.5874125874,13.3394664213,14.5131086142,15.3846153846,15.0857142857,14.1714285714,-1.0,13.1843575419,15.0857142857,-1.0,13.014354067,12.7018299247,-1.0,-1.0,14.1225337487,-1.0
16,Omni Berkshire Place,42.9457364341,30.7311320755,32.5292740047,40.1576943991,30.9669811321,32.4154589372,45.7450076805,48.5581395349,29.8089171975,27.7830188679,30.5854800937,37.8738444807,33.4597156398,34.2857142857,47.8848204764,42.997382199,29.8284313725,27.922705314,37.5884136073,34.6405228758,29.3961352657,25.8771929825,54.5021645022,59.7260273973,-1.0,46.3279002876,51.7177344475,52.5423728814,39.6727272727,50.2581755594,37.6515880654,40.7607607608,41.2138188609,41.6062683643,39.1562799616,-1.0,-1.0,45.488372093,44.845814978,46.0807174888,-1.0,-1.0,-1.0,-1.0,59.1291727141,55.5817378498,33.3704942401,64.0057224607,44.6696035242,-1.0,-1.0,-1.0,-1.0,-1.0,37.0677731674,33.2284921369,38.7440532826,42.7540983607,33.6211453744,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.7439613527,37.0806890299,41.1518324607,-1.0,35.7003891051,-1.0,-1.0,-1.0,40.8262218774,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.8603351955,36.7868852459,36.7272727273,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.1381381381,-1.0,31.9961795606,35.4119347512,42.5467712734,35.1794871795,38.2878259084,34.5812807882,40.6162464986,41.1197703035,35.5201499531,38.8484589041,48.9230769231,37.5468164794,38.80742913,-1.0,65.6185031185,-1.0,41.7882451021,41.1764705882,45.2631578947,38.6071954555,38.299904489,40.2427637722,-1.0,48.8,-1.0,-1.0,42.1538461538,39.2739950779,-1.0,35.426889107,-1.0,-1.0,-1.0,32.8164825828,-1.0,31.0857142857,30.6168905076,28.4571428571,-1.0,32.7276908924,26.9428838951,-1.0,-1.0,26.1257142857,26.3085714286,36.8715083799,47.8857142857,37.0717703349,40.4401913876,44.219590958,53.3668341709,-1.0,-1.0,57.0478068014
17,Hilton Times Square,44.3410852713,35.8254716981,38.1733021077,-1.0,33.9622641509,31.1594202899,-1.0,44.3410852713,37.3757961783,33.2311320755,37.1194379391,-1.0,36.8088467615,36.4055299539,51.8307856381,45.6151832461,34.387254902,24.1304347826,32.6372515999,52.1568627451,-1.0,-1.0,53.8961038961,39.9086757991,-1.0,-1.0,35.617455896,33.0776092774,26.6727272727,50.3319400049,31.7805582291,34.8948948949,34.6218487395,36.4936336925,38.7152444871,32.0629660315,-1.0,36.0186046512,35.7356828194,40.0179372197,38.2153846154,37.0666666667,35.7788944724,32.7235392944,51.5239477504,51.0751104566,28.5209959123,-1.0,35.6828193833,37.1657754011,44.1258094357,39.7926484449,52.3352361183,30.8366533865,37.3443983402,35.1341350601,36.4985727878,40.7213114754,31.2070484581,28.6411149826,45.3433869982,39.8717948718,38.9664551224,38.5144927536,32.0282658518,33.4106280193,34.7778785131,34.9109947644,33.1013916501,-1.0,36.7272727273,38.6632990091,-1.0,35.6865787432,35.5942028986,-1.0,40.9663865546,37.6824034335,45.5809334657,31.8556701031,-1.0,35.1282051282,32.2343594836,36.1958422382,-1.0,42.9073170732,37.6886341929,37.564224548,-1.0,38.1100726895,42.304526749,38.8272251309,48.2234636872,-1.0,33.5401069519,41.2307692308,36.502617801,42.2032085561,36.8961748634,-1.0,-1.0,34.4615384615,35.0447761194,35.8169934641,29.4094094094,30.4205128205,31.4804202483,33.7187693578,33.0315831825,31.7948717949,33.3401765551,28.315270936,29.0943043884,34.5570139459,25.6419868791,35.0171232877,32.4102564103,31.5543071161,30.889540567,43.3607209117,41.9698544699,38.1502890173,34.0141725719,-1.0,35.3216374269,27.4984220492,29.6084049666,27.5816993464,39.3642384106,34.6971428571,24.2024832856,32.9665679221,33.9487179487,27.2764561116,26.7738693467,30.127576055,41.9920318725,27.4353040185,28.9287203001,28.8232795242,21.5706806283,27.6342857143,24.5162758935,-1.0,-1.0,-1.0,26.9662921348,29.3006993007,-1.0,27.2457142857,26.2857142857,30.0558659218,-1.0,26.5263157895,29.4545454545,28.2238966631,39.6783919598,33.3664349553,30.1973001038,34.4504682109
18,Park Hyatt New York,100.0,81.4858490566,80.9133489461,100.0,86.7452830189,79.1062801932,100.0,100.0,100.0,-1.0,80.9133489461,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,92.2914669223,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.7228915663,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,87.2689938398,-1.0,-1.0,92.4377554812,-1.0,100.0,84.2245989305,88.3441258094,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,87.0512820513,86.9990933817,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73.0128755365,85.3624627607,-1.0,100.0,77.8937728938,85.3624627607,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,97.4974358974,91.6523400191,100.0,94.7093140213,97.4974358974,98.5013344282,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.4652981427,-1.0,-1.0,-1.0,100.0,90.4388422035,-1.0,100.0,91.6523400191,90.4388422035,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,100.0,100.0,75.8743455497,81.7828571429,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19,Homewood Suites by Hilton NY Midtown Manhattan Times Square,37.0542635659,29.3632075472,30.3278688525,35.7531266993,33.608490566,32.729468599,40.3993855607,37.0542635659,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.2303921569,28.1400966184,33.5129673291,30.8823529412,35.6280193237,25.3289473684,49.1341991342,43.6834094368,33.0125120308,32.5023969319,33.3333333333,28.9919714541,-1.0,41.6769117285,24.9278152069,28.9289289289,33.5200746965,-1.0,28.092042186,-1.0,28.0321285141,-1.0,29.8678414097,30.4035874439,-1.0,36.0,33.8693467337,26.9740526414,52.9753265602,44.3298969072,27.4061687105,40.4864091559,31.9823788546,-1.0,37.8353376503,-1.0,-1.0,22.5498007968,28.3540802213,30.9898242368,34.5385347288,35.0819672131,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.6531703591,33.1400966184,29.8277425204,32.9842931937,-1.0,30.0583657588,33.2620320856,-1.0,32.5674135967,34.8138091544,30.8212560386,18.6688311688,-1.0,-1.0,-1.0,28.4364261168,39.8051330798,28.2967032967,34.4587884806,-1.0,-1.0,35.2195121951,33.3333333333,-1.0,35.9359359359,36.240913811,35.9053497942,33.1937172775,-1.0,35.956284153,-1.0,-1.0,35.0785340314,39.2513368984,-1.0,-1.0,-1.0,33.7435897436,31.5422885572,-1.0,20.3203203203,22.2564102564,22.4450811843,31.0757794755,-1.0,20.0,33.7712995278,29.4581280788,25.8636788049,34.9671862182,31.5838800375,-1.0,35.3846153846,31.9288389513,35.8748778104,-1.0,-1.0,29.4797687861,30.116715298,-1.0,27.7192982456,23.8796549548,22.6361031519,26.9841269841,-1.0,28.9142857143,-1.0,-1.0,26.9743589744,26.5586546349,22.0100502513,25.4170755643,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.0641930344,22.2857142857,-1.0,-1.0,-1.0,31.5850815851,32.3885714286,-1.0,34.8571428571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
20,Grand Hyatt New York,36.6821705426,29.4575471698,30.7025761124,36.2425231104,27.2405660377,25.4347826087,34.1321044547,32.7751937984,-1.0,-1.0,-1.0,30.2066340402,30.4897314376,36.3440860215,42.054745823,42.2447643979,25.6862745098,25.5314009662,36.8137420007,35.1307189542,29.347826087,25.5263157895,-1.0,35.5859969559,-1.0,-1.0,-1.0,34.5227475468,28.2727272727,-1.0,29.9326275265,-1.0,36.1344537815,-1.0,29.4343240652,24.1093620547,-1.0,-1.0,-1.0,40.0896860987,37.641025641,37.641025641,36.4824120603,32.014187045,53.8461538462,-1.0,29.6358231141,49.0701001431,-1.0,-1.0,-1.0,29.6889726673,-1.0,27.171314741,30.7251531318,27.289546716,34.9191246432,38.7978142077,28.1057268722,-1.0,-1.0,35.8058608059,32.9102447869,33.6050724638,32.7540106952,-1.0,31.0970081596,34.6596858639,-1.0,-1.0,-1.0,31.7660773266,-1.0,35.2017067494,34.6859903382,20.0757575758,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.7318826501,-1.0,-1.0,32.3782234957,34.5385347288,38.3383383383,37.2793354102,39.8148148148,-1.0,-1.0,39.2349726776,36.256684492,-1.0,40.942408377,38.8235294118,40.1092896175,41.8994413408,-1.0,36.2051282051,35.1243781095,32.5863678805,30.3303303303,31.4871794872,28.9398280802,36.6508362585,-1.0,-1.0,-1.0,-1.0,29.8599439776,33.7776866284,28.6223055295,37.136130137,38.2564102564,31.4794007491,35.4838709677,-1.0,40.1507276507,31.098265896,31.3672363485,28.4780578898,27.0175438596,26.4043761835,25.1193887297,24.9299719888,35.3642384106,27.3142857143,23.2091690544,23.5928903936,-1.0,29.4298605414,26.0301507538,28.5574092247,32.2709163347,30.1914580265,29.4914547728,21.9413763806,23.5602094241,-1.0,-1.0,23.3371428571,22.1212121212,23.6200551978,24.0402621723,33.4498834499,24.5257142857,28.6857142857,25.8057142857,21.2067039106,-1.0,34.3540669856,27.4641148325,27.6641550054,38.3718592965,36.2462760675,35.9501557632,-1.0
21,The Plaza Hotel,92.0620155039,71.6509433962,63.8173302108,80.7232191408,-1.0,71.8599033816,85.6528417819,92.0620155039,82.0127388535,73.8443396226,68.9461358314,-1.0,96.9668246445,94.4700460829,100.0,100.0,-1.0,73.9855072464,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,89.1658676894,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,97.7973568282,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,100.0,100.0,100.0,76.0966183575,100.0,-1.0,100.0,100.0,82.6310160428,100.0,-1.0,82.2342901474,74.6473429952,42.619047619,100.0,70.5064377682,83.1976166832,95.3608247423,98.5741444867,100.0,98.1926514399,100.0,73.1359851989,76.0975609756,-1.0,-1.0,77.3373373373,77.7362409138,78.8683127572,81.2146596859,84.312849162,80.9836065574,80.2139037433,78.4615384615,78.8481675393,78.6096256684,79.5191256831,83.7988826816,-1.0,76.7794871795,74.6268656716,76.339869281,75.3753753754,76.1641025641,71.6332378223,76.3576295684,82.2369744518,74.0102564103,76.3703551632,73.1625615764,71.858076564,73.6874487285,67.6288659794,80.7577054795,73.0871794872,67.2846441948,70.5376344086,100.0,100.0,86.0115606936,77.3864110046,67.9365079365,88.2573099415,81.4222596255,75.2244508118,72.1381886088,-1.0,-1.0,-1.0,-1.0,78.4615384615,78.4454470878,76.8844221106,75.5250245339,100.0,78.8975383968,77.3864110046,77.2727272727,78.0732984293,86.4,-1.0,-1.0,78.8811188811,79.9218031279,81.8117977528,91.7948717949,86.0571428571,76.6857142857,76.6857142857,-1.0,81.7828571429,64.2105263158,68.8612440191,-1.0,82.9748743719,-1.0,85.9813084112,100.0
22,Quality Inn Woodside,-1.0,-1.0,-1.0,-1.0,-1.0,19.0579710145,22.6113671275,24.4341085271,-1.0,14.3160377358,13.3021077283,-1.0,-1.0,22.0583717358,-1.0,-1.0,-1.0,-1.0,24.6547659144,23.0065359477,-1.0,15.4385964912,30.4761904762,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.2454282964,-1.0,-1.0,14.5739471107,15.1869606903,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.8247011952,22.5251926497,-1.0,-1.0,-1.0,15.6828193833,13.93728223,-1.0,17.2161172161,-1.0,-1.0,-1.0,22.0289855072,19.2203082502,20.942408377,-1.0,20.9143968872,21.1764705882,-1.0,-1.0,19.5888285493,22.0289855072,-1.0,18.3346065699,17.1673819742,21.4895729891,-1.0,21.8631178707,17.9487179487,22.641509434,-1.0,-1.0,14.2048780488,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.218579235,15.935828877,-1.0,-1.0,14.9732620321,16.2841530055,-1.0,-1.0,14.8717948718,13.5323383085,-1.0,-1.0,13.5384615385,10.582617001,-1.0,12.3516395092,10.6666666667,11.4350236091,-1.0,9.29971988796,10.7465135357,10.4404873477,-1.0,-1.0,10.3745318352,10.1661779081,13.1990458521,-1.0,14.6589595376,12.4218424343,10.5695611578,-1.0,12.7077635178,11.6141356256,-1.0,15.3112582781,13.8971428571,12.435530086,-1.0,-1.0,12.551271534,12.1407035176,11.3444553484,-1.0,10.9404586577,10.7127969987,-1.0,-1.0,11.6114285714,10.8809469611,10.4685714286,-1.0,13.8914443422,15.1685393258,-1.0,13.2114285714,13.8971428571,14.88,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
