,Hotel Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
24,Le Parker Meridien New York,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.096676737160121,6.042296072507553,-1.0,-1.0,6.797583081570997,3.625377643504532,0.7552870090634441,-1.0,14.350453172205437,11.404833836858005,-1.0,-1.0,-1.0,-1.0,-1.0,42.74924471299094,47.129909365558916,46.75226586102719,40.03021148036254,69.25981873111783,61.25377643504532,55.135951661631424,-1.0,57.70392749244713,62.7643504531722,67.14501510574019,72.80966767371602,51.81268882175226,56.19335347432024,58.91238670694864,54.68277945619335,73.33836858006042,48.26283987915408,63.51963746223564,58.08157099697885,64.95468277945619,70.54380664652568,75.07552870090635,79.98489425981873,70.69486404833837,69.93957703927492,61.329305135951664,57.175226586102724,83.1570996978852,78.32326283987915,66.31419939577039,-1.0,42.74924471299094,47.2809667673716,52.11480362537765,56.34441087613293,-1.0,62.839879154078545,-1.0,39.577039274924466,51.13293051359516,47.73413897280967,46.37462235649547,40.86102719033233,88.4441087613293,71.67673716012085,66.16314199395771,-1.0,-1.0,56.797583081571,61.329305135951664,66.76737160120845,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71.90332326283988,77.0392749244713,72.80966767371602,48.26283987915408,53.096676737160124,57.175226586102724,62.00906344410876,52.11480362537765,48.11178247734139,43.58006042296073,44.48640483383686,58.08157099697885,52.567975830815705,48.48942598187311,-1.0,69.78851963746223,65.70996978851964,-1.0,-1.0,-1.0,47.73413897280967,51.73716012084593,55.438066465256796,36.933534743202415,39.35045317220544,43.051359516616316,46.6012084592145,38.29305135951662,34.59214501510574,30.28700906344411,26.208459214501513,61.10271903323263,50.98187311178247,46.903323262839876,-1.0,-1.0,-1.0,-1.0,-1.0,4.531722054380665,7.326283987915408,10.196374622356496,12.990936555891238,-1.0,33.53474320241692,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.83081570996978,68.27794561933534,65.33232628398792,59.74320241691843,100.0,97.05438066465257,91.38972809667673,-1.0
25,The New York EDITION,-1.0,14.785553047404063,11.963882618510159,-1.0,-1.0,13.374717832957112,13.374717832957112,-1.0,-1.0,14.785553047404063,11.963882618510159,-1.0,-1.0,14.785553047404063,11.963882618510159,-1.0,-1.0,13.374717832957112,13.374717832957112,-1.0,-1.0,11.963882618510159,14.785553047404063,-1.0,-1.0,50.395033860045146,67.15575620767494,100.0,-1.0,59.762979683972915,58.86004514672686,-1.0,-1.0,38.43115124153499,28.386004514672685,-1.0,-1.0,28.386004514672685,38.43115124153499,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.26636568848758,39.22121896162528,-1.0,-1.0,36.963882618510155,47.00902934537246,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.41309255079007,34.706546275395034,-1.0,-1.0,50.395033860045146,67.15575620767494,-1.0,-1.0,38.6568848758465,43.62302483069978,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.338600451467265,38.6568848758465,-1.0,-1.0,38.6568848758465,31.48984198645598,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.81941309255079,-1.0,-1.0,38.6568848758465,31.48984198645598,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.48984198645598,-1.0,-1.0,-1.0,-1.0,34.81941309255079,-1.0,-1.0,-1.0,31.48984198645598,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.48984198645598,-1.0,-1.0,-1.0,34.81941309255079,-1.0,-1.0,-1.0,-1.0,34.81941309255079,-1.0,-1.0,-1.0,31.48984198645598,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.71783295711061,-1.0,-1.0,-1.0,-1.0,10.835214446952596,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.049661399548533,-1.0,-1.0,-1.0,30.64334085778781,-1.0,-1.0
26,W New York - Union Square,-1.0,0.0,4.209690230341541,8.498808578236696,-1.0,-1.0,-1.0,-1.0,-1.0,8.895949166004765,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,83.32009531374106,-1.0,-1.0,-1.0,85.62351072279587,89.91262907069103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,70.69102462271644,67.27561556791105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71.96187450357426,68.14932486100079,-1.0,-1.0,72.59729944400317,-1.0,-1.0,73.07386814932487,77.68069896743447,81.49324861000794,-1.0,-1.0,73.94757744241461,77.68069896743447,-1.0,-1.0,60.444797458300236,56.87053216838761,54.09054805401112,-1.0,65.60762509928514,62.82764098490866,90.07148530579825,60.12708498808578,64.57505957108816,68.22875297855441,-1.0,-1.0,66.00476568705321,62.35107227958697,59.41223193010325,-1.0,64.1779189833201,67.99046862589357,-1.0,70.37331215250198,52.104845115170775,55.281969817315336,-1.0,-1.0,55.44082605242255,52.104845115170775,49.007148530579826,70.84988085782366,62.271644162033354,59.17394757744241,-1.0,-1.0,79.90468625893567,84.35266084193805,100.0,-1.0,62.5099285146942,68.46703733121525,-1.0,-1.0,62.19221604447974,-1.0,-1.0,64.49563145353456,57.02938840349484,52.343129467831616,-1.0,75.45671167593329,70.77045274027004,-1.0,-1.0,-1.0,-1.0,74.74185861795075,81.01667990468626,58.69737887212073,55.123113582208106,61.31850675138999,67.51389992057189,-1.0,63.065925337569496,59.57108816521048,56.39396346306592,62.430500397140584,56.15567911040509,50.516282764098484,-1.0,20.96902303415409,23.669579030976966,28.11755361397935,-1.0,-1.0,-1.0,-1.0,-1.0,9.76965845909452,5.321683876092136,10.484511517077046,15.567911040508339,-1.0,-1.0,-1.0,31.135822081016677,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27,Renaissance Newark Airport Hotel,-1.0,-1.0,-1.0,85.82995951417004,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.82995951417004,23.076923076923077,37.24696356275304,-1.0,81.78137651821862,-1.0,63.56275303643725,-1.0,23.076923076923077,79.75708502024291,-1.0,39.27125506072874,-1.0,19.02834008097166,35.22267206477733,53.441295546558706,-1.0,-1.0,57.48987854251012,-1.0,21.052631578947366,71.65991902834008,-1.0,33.198380566801625,-1.0,-1.0,35.22267206477733,51.417004048582996,-1.0,-1.0,-1.0,-1.0,27.125506072874494,69.63562753036437,-1.0,37.24696356275304,-1.0,23.076923076923077,39.27125506072874,-1.0,-1.0,-1.0,61.53846153846154,-1.0,23.076923076923077,81.78137651821862,-1.0,43.31983805668016,-1.0,51.417004048582996,-1.0,-1.0,-1.0,35.22267206477733,59.51417004048582,-1.0,77.7327935222672,-1.0,55.465587044534416,100.0,33.198380566801625,71.65991902834008,81.78137651821862,61.53846153846154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,61.53846153846154,-1.0,37.24696356275304,-1.0,51.417004048582996,-1.0,-1.0,25.101214574898783,45.34412955465587,-1.0,-1.0,-1.0,55.465587044534416,-1.0,25.101214574898783,75.7085020242915,53.441295546558706,43.31983805668016,-1.0,-1.0,-1.0,-1.0,-1.0,25.101214574898783,41.29554655870445,-1.0,-1.0,-1.0,57.48987854251012,-1.0,29.1497975708502,79.75708502024291,-1.0,51.417004048582996,-1.0,77.7327935222672,73.68421052631578,-1.0,-1.0,-1.0,49.392712550607285,65.58704453441295,91.90283400809717,0.0,13.765182186234817,32.59109311740891,-1.0,-1.0,59.51417004048582,12.145748987854251,1.8218623481781375,81.78137651821862,-1.0,41.29554655870445,-1.0,-1.0,10.323886639676113,30.971659919028337,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.7085020242915,51.417004048582996,10.728744939271255,2.834008097165992,71.65991902834008,-1.0,35.22267206477733,-1.0,-1.0,59.51417004048582,-1.0,-1.0
28,Hampton Inn New York - 35th Street - Empire State Building,-1.0,25.326170376055256,25.326170376055256,-1.0,-1.0,26.093630084420568,26.093630084420568,21.949347659247888,-1.0,-1.0,34.91941673062164,-1.0,-1.0,-1.0,-1.0,11.742133537989256,-1.0,-1.0,7.904834996162702,-1.0,-1.0,13.737528779739064,-1.0,-1.0,43.438219493476595,-1.0,-1.0,40.521872601688415,-1.0,23.330775134305448,30.391404451266308,-1.0,-1.0,64.6968534151957,47.04528012279356,55.48733691481197,78.5111281657713,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.25249424405219,58.63392171910975,-1.0,-1.0,67.1527244819647,63.85264773599386,-1.0,-1.0,-1.0,-1.0,64.6968534151957,-1.0,-1.0,-1.0,-1.0,93.01611665387567,91.25095932463546,94.93476592478895,82.42517267843438,-1.0,53.338449731389105,56.48503453568687,56.254796623177285,51.65003837298542,56.254796623177285,-1.0,-1.0,48.8871834228703,42.287029930928625,36.607828089025325,35.149654643131235,67.38296239447429,68.84113584036838,62.317728319263246,64.6968534151957,-1.0,-1.0,-1.0,-1.0,78.2808902532617,62.54796623177283,69.83883346124328,69.1481197237145,57.48273215656178,61.16653875671527,61.16653875671527,74.29009976976208,-1.0,-1.0,-1.0,-1.0,54.029163468917886,40.368380660015355,37.60552570990023,43.36147352264006,-1.0,34.84267075978511,37.06830391404451,-1.0,22.870299309286263,23.56101304681504,25.786646201074443,27.93553338449731,38.5264773599386,33.23100537221796,25.47966231772832,17.0376055257099,34.38219493476593,32.00306983883346,23.56101304681504,22.10283960092095,-1.0,29.3937068303914,-1.0,-1.0,-1.0,33.92171910974674,-1.0,-1.0,-1.0,28.3960092095165,-1.0,16.34689178818112,25.01918649270913,26.400613967766688,6.216423637759018,17.958557175748275,24.251726784343823,23.407521105141978,23.407521105141978,11.3584036838066,11.97237145049885,8.979278587874138,23.791250959324636,29.24021488871834,-1.0,4.834996162701458,5.141980046047583,0.0,22.333077513430545,-1.0,18.2655410590944,17.574827321565618,-1.0,14.658480429777438,10.974673829623944,20.184190330007677,-1.0,18.41903300076746,8.672294704528012,10.744435917114352,-1.0,43.054489639293934,34.30544896392939,35.610130468150416
29,The Lexington New York City Autograph Collection,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.212347988774557,20.018709073900844,7.390084190832553,10.28999064546305,-1.0,-1.0,13.189897100093544,12.067352666043032,-1.0,27.315247895229188,25.257249766136574,-1.0,63.33021515434986,67.07202993451824,74.555659494855,74.08793264733396,69.50420954162769,60.61739943872778,45.46304957904584,49.485500467726844,-1.0,69.31711880261928,63.98503274087932,-1.0,85.3133769878391,89.14873713751169,96.72591206735267,95.0420954162769,-1.0,-1.0,78.01683816651077,81.19738072965387,-1.0,84.84565014031806,55.00467726847521,-1.0,100.0,-1.0,-1.0,96.0710944808232,-1.0,-1.0,61.739943872778305,62.67539756782039,-1.0,-1.0,-1.0,-1.0,82.3199251637044,-1.0,-1.0,99.0645463049579,48.643592142188965,54.53695042095417,72.68475210477081,84.84565014031806,-1.0,46.117867165575305,38.54069223573433,39.56969130028064,-1.0,54.06922357343311,51.356407857811035,-1.0,66.32366697848457,78.11038353601496,-1.0,-1.0,74.4621141253508,69.31711880261928,49.953227315247894,53.50795135640786,-1.0,68.47521047708139,76.42656688493919,-1.0,44.71468662301216,48.45650140318054,57.8110383536015,-1.0,75.02338634237606,50.32740879326474,60.43030869971936,61.8334892422825,65.5753040224509,58.09167446211413,70.06548175865295,-1.0,-1.0,69.97193638914874,83.06828811973807,-1.0,49.39195509822264,61.178671655753035,-1.0,-1.0,38.16651075771749,37.97942001870908,34.237605238540695,36.10851262862489,-1.0,62.394761459307766,59.96258185219831,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.24321796071095,-1.0,-1.0,34.14405986903648,46.02432179607109,-1.0,-1.0,-1.0,-1.0,-1.0,34.14405986903648,-1.0,-1.0,45.93077642656688,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.9289055191768005,7.483629560336763,29.653882132834426,-1.0,-1.0,0.0,19.083255378858745,22.26379794200187,-1.0,35.26660430308699,22.5444340505145,34.79887745556595,78.57811038353601,59.49485500467727,55.94013096351731,-1.0
30,The Roosevelt Hotel New York City,15.492957746478872,-1.0,-1.0,15.492957746478872,-1.0,-1.0,-1.0,-1.0,25.352112676056336,11.267605633802818,14.084507042253522,15.492957746478872,18.30985915492958,12.676056338028168,14.084507042253522,15.492957746478872,12.676056338028168,11.267605633802818,11.267605633802818,-1.0,-1.0,-1.0,-1.0,-1.0,59.154929577464785,-1.0,-1.0,-1.0,69.01408450704226,63.38028169014085,28.169014084507044,74.64788732394366,-1.0,52.112676056338024,66.19718309859155,-1.0,-1.0,78.87323943661971,84.50704225352112,94.36619718309859,42.25352112676056,43.66197183098591,39.436619718309856,70.4225352112676,35.2112676056338,16.901408450704224,70.4225352112676,-1.0,71.83098591549296,-1.0,-1.0,53.52112676056338,42.25352112676056,43.66197183098591,52.112676056338024,52.112676056338024,94.36619718309859,46.478873239436616,74.64788732394366,-1.0,-1.0,73.23943661971832,78.87323943661971,78.87323943661971,57.74647887323944,49.29577464788733,49.29577464788733,47.88732394366197,43.66197183098591,43.66197183098591,36.61971830985916,100.0,57.74647887323944,43.66197183098591,65.91549295774648,57.74647887323944,59.154929577464785,62.112676056338024,61.97183098591549,61.97183098591549,40.563380281690144,47.88732394366197,46.478873239436616,50.70422535211267,60.56338028169014,50.70422535211267,56.33802816901409,78.59154929577464,54.929577464788736,46.478873239436616,52.112676056338024,59.154929577464785,39.29577464788732,44.36619718309859,43.098591549295776,45.63380281690141,-1.0,46.901408450704224,50.70422535211267,-1.0,35.2112676056338,50.70422535211267,36.61971830985916,50.70422535211267,57.74647887323944,46.901408450704224,74.64788732394366,26.76056338028169,29.154929577464788,30.422535211267604,25.352112676056336,32.95774647887324,-1.0,-1.0,-1.0,-1.0,47.88732394366197,49.29577464788733,-1.0,-1.0,-1.0,29.577464788732392,31.690140845070424,32.95774647887324,22.816901408450704,21.12676056338028,25.352112676056336,26.76056338028169,15.492957746478872,15.492957746478872,11.267605633802818,-1.0,13.943661971830986,18.30985915492958,14.084507042253522,22.535211267605636,23.943661971830984,23.943661971830984,22.535211267605636,26.76056338028169,0.0,19.718309859154928,1.4084507042253522,19.718309859154928,21.12676056338028,22.535211267605636,25.352112676056336,26.76056338028169,22.535211267605636,-1.0,15.492957746478872,-1.0,36.61971830985916,33.80281690140845,33.80281690140845,-1.0,43.66197183098591,-1.0,-1.0,42.25352112676056
31,Hilton Garden Inn New York Midtown Park Ave,16.546762589928058,18.705035971223023,23.021582733812952,27.33812949640288,-1.0,16.762589928057555,14.748201438848922,8.70503597122302,20.647482014388487,18.1294964028777,23.021582733812952,18.1294964028777,11.29496402877698,17.33812949640288,11.223021582733812,18.1294964028777,-1.0,8.273381294964029,10.79136690647482,6.402877697841726,27.482014388489205,15.251798561151078,16.762589928057555,21.366906474820144,43.66906474820144,43.02158273381295,51.29496402877698,-1.0,-1.0,42.805755395683455,44.74820143884892,30.215827338129497,54.67625899280576,-1.0,47.482014388489205,-1.0,76.2589928057554,78.41726618705036,90.64748201438849,100.0,59.71223021582733,57.55395683453237,59.71223021582733,-1.0,48.92086330935252,44.60431654676259,44.60431654676259,48.92086330935252,-1.0,-1.0,-1.0,-1.0,46.76258992805755,42.44604316546763,35.97122302158273,45.39568345323741,56.330935251798564,51.07913669064749,55.39568345323741,45.32374100719424,-1.0,-1.0,70.50359712230215,68.34532374100719,74.82014388489209,57.55395683453237,59.71223021582733,57.55395683453237,-1.0,46.690647482014384,38.63309352517986,45.39568345323741,-1.0,-1.0,-1.0,-1.0,53.093525179856115,59.71223021582733,55.10791366906474,57.48201438848921,-1.0,-1.0,44.460431654676256,77.6978417266187,-1.0,61.87050359712231,66.18705035971223,-1.0,46.76258992805755,51.07913669064749,59.71223021582733,48.92086330935252,-1.0,38.1294964028777,33.81294964028777,33.81294964028777,46.76258992805755,35.97122302158273,42.44604316546763,48.92086330935252,-1.0,-1.0,-1.0,-1.0,40.28776978417266,44.60431654676259,35.46762589928058,41.36690647482014,-1.0,-1.0,-1.0,-1.0,35.97122302158273,32.37410071942446,29.496402877697843,27.33812949640288,34.82014388489208,38.1294964028777,38.1294964028777,46.76258992805755,-1.0,-1.0,-1.0,-1.0,25.179856115107913,31.510791366906478,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.68345323741007,28.776978417266186,34.53237410071942,23.381294964028775,29.496402877697843,25.179856115107913,-1.0,23.021582733812952,-1.0,18.705035971223023,9.352517985611511,0.0,-1.0,32.51798561151079,12.23021582733813,-1.0,11.654676258992806,13.597122302158274,24.316546762589926,30.215827338129497,-1.0,34.53237410071942,27.12230215827338,24.964028776978417,49.64028776978417,38.705035971223026,-1.0,-1.0
32,McCarren Hotel & Pool,-1.0,-1.0,52.34486025580294,-1.0,36.42823306489815,42.58645191852203,39.365229748934155,-1.0,36.75982946470867,96.16295594504975,-1.0,-1.0,23.685457129322597,22.78540975840834,26.764566556134533,24.585504500236855,25.580293699668406,19.61155850307911,17.385125532922785,20.98531501657982,13.832306963524395,13.3112269066793,17.385125532922785,-1.0,-1.0,52.06063477025107,72.95120795831359,50.686878256750354,56.08716248223591,39.88630980577925,45.286594031264805,-1.0,-1.0,47.607768829938415,47.37091425864519,51.16058739933681,100.0,60.5873993368072,72.38275698720985,59.687351965892944,56.08716248223591,88.48886783514922,52.06063477025107,95.4997631454287,83.79914732354334,44.38654666035055,71.9090478446234,76.03031738512553,29.08574135480815,45.286594031264805,45.286594031264805,-1.0,50.686878256750354,37.65987683562293,-1.0,-1.0,32.21222169587873,51.16058739933681,-1.0,-1.0,63.950734249171006,71.86167693036477,44.38654666035055,52.01326385599242,60.5873993368072,62.86120322122217,-1.0,57.65040265277119,-1.0,-1.0,47.98673614400758,50.213169114163904,-1.0,-1.0,-1.0,-1.0,48.41307437233539,76.26717195641875,66.93510184746566,47.98673614400758,48.41307437233539,-1.0,42.16011369019422,48.88678351492184,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.048792041686404,25.343439128375177,29.227854097584082,25.01184272856466,27.28564661297963,-1.0,18.474656560871626,25.01184272856466,-1.0,32.449076267171954,25.01184272856466,-1.0,35.52818569398389,32.449076267171954,-1.0,23.63808621506395,-1.0,-1.0,26.527711984841307,-1.0,-1.0,24.774988157271434,30.74372335386073,38.98626243486499,45.23922311700616,18.52202747513027,26.243486499289435,20.227380388441496,41.78114637612506,-1.0,25.911890099478917,-1.0,14.306016106110848,-1.0,-1.0,27.617243012790148,-1.0,-1.0,-1.0,-1.0,-1.0,19.043107531975366,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.216011369019422,12.553292278540976,22.83278067266698,-1.0,-1.0,10.184746565608718,-1.0,18.995736617716723,11.984841307437232,20.55897678825201,25.01184272856466,13.358597820937945,11.084793936522976,13.548081477972525,15.86925627664614,0.33159639981051636,-1.0,-1.0,-1.0
33,Cassa Hotel 45th Street,26.71428571428571,31.0,39.57142857142858,41.714285714285715,19.57142857142857,48.857142857142854,25.285714285714285,33.85714285714286,17.42857142857143,21.714285714285715,28.857142857142858,27.42857142857143,13.142857142857142,20.285714285714285,14.571428571428571,33.85714285714286,13.857142857142858,-1.0,8.857142857142856,8.142857142857144,-1.0,8.857142857142856,25.285714285714285,-1.0,-1.0,-1.0,66.71428571428571,71.0,-1.0,61.0,61.0,69.57142857142857,68.85714285714286,58.857142857142854,-1.0,-1.0,-1.0,72.42857142857143,75.28571428571429,75.28571428571429,56.714285714285715,50.28571428571429,61.0,99.57142857142857,-1.0,48.142857142857146,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,69.57142857142857,86.71428571428571,-1.0,53.85714285714286,68.78571428571428,81.0,-1.0,100.0,90.28571428571428,100.0,58.14285714285714,68.14285714285714,98.64285714285714,74.28571428571429,55.285714285714285,64.42857142857143,65.07142857142857,76.21428571428571,-1.0,32.07142857142857,-1.0,-1.0,81.57142857142857,83.42857142857143,90.71428571428571,97.92857142857143,70.35714285714286,71.64285714285714,49.785714285714285,-1.0,-1.0,51.0,66.0,-1.0,58.14285714285714,52.92857142857142,87.42857142857143,81.64285714285714,24.785714285714285,-1.0,68.35714285714286,-1.0,-1.0,58.357142857142854,-1.0,-1.0,-1.0,64.0,15.142857142857144,71.0,-1.0,42.0,66.42857142857143,28.07142857142857,23.0,71.64285714285714,34.85714285714286,69.71428571428572,-1.0,16.357142857142858,-1.0,-1.0,17.785714285714285,45.42857142857143,-1.0,-1.0,-1.0,45.42857142857143,3.9285714285714284,-1.0,44.07142857142857,21.285714285714285,22.642857142857142,34.64285714285714,16.5,15.0,21.928571428571427,-1.0,20.357142857142858,16.428571428571427,37.57142857142857,-1.0,20.357142857142858,2.0,4.642857142857143,38.785714285714285,0.0,7.214285714285714,9.214285714285714,-1.0,23.142857142857142,24.571428571428573,23.857142857142858,30.28571428571429,46.35714285714286,15.285714285714286,14.571428571428571,-1.0,36.714285714285715,28.142857142857142,-1.0,-1.0,23.0,-1.0,-1.0,-1.0
34,Hyatt Herald Square New York,18.075313807531384,29.7907949790795,-1.0,-1.0,-1.0,-1.0,-1.0,20.502092050209207,10.543933054393305,8.87029288702929,-1.0,45.020920502092046,2.092050209205021,0.0,2.259414225941423,-1.0,25.523012552301257,4.351464435146443,15.648535564853555,2.092050209205021,23.430962343096233,15.648535564853555,14.142259414225942,23.09623430962343,44.26778242677824,45.77405857740586,54.811715481171554,-1.0,54.05857740585775,-1.0,-1.0,-1.0,-1.0,58.57740585774059,57.071129707112966,59.33054393305439,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,84.18410041841004,-1.0,-1.0,95.48117154811715,-1.0,-1.0,-1.0,-1.0,-1.0,48.03347280334728,49.53974895397489,48.03347280334728,-1.0,-1.0,-1.0,-1.0,-1.0,76.82008368200837,85.85774058577405,75.31380753138075,76.06694560669456,84.35146443514644,67.61506276150627,44.853556485355654,43.17991631799163,48.03347280334728,56.56903765690377,44.853556485355654,43.68200836820083,43.17991631799163,44.853556485355654,-1.0,-1.0,53.47280334728034,-1.0,57.23849372384937,54.05857740585775,43.68200836820083,42.92887029288703,45.94142259414226,43.68200836820083,-1.0,68.36820083682008,88.70292887029288,-1.0,45.77405857740586,45.020920502092046,-1.0,48.78661087866109,-1.0,32.38493723849372,32.38493723849372,30.87866108786611,43.17991631799163,41.50627615062761,44.01673640167364,-1.0,57.99163179916318,-1.0,57.23849372384937,-1.0,45.94142259414226,43.68200836820083,36.48535564853557,38.99581589958159,-1.0,-1.0,-1.0,-1.0,42.17573221757322,34.47698744769874,33.72384937238494,45.94142259414226,-1.0,26.94560669456067,44.01673640167364,43.17991631799163,45.94142259414226,-1.0,32.38493723849372,25.606694560669457,30.87866108786611,14.309623430962343,18.075313807531384,30.627615062761503,25.606694560669457,13.556485355648535,16.401673640167363,39.8326359832636,-1.0,25.10460251046025,22.259414225941423,26.443514644351463,17.90794979079498,20.920502092050206,20.167364016736403,21.673640167364017,3.5983263598326363,-1.0,2.092050209205021,-1.0,-1.0,8.87029288702929,11.380753138075313,21.673640167364017,8.87029288702929,20.920502092050206,11.380753138075313,-1.0,29.958158995815896,28.95397489539749,29.7907949790795,-1.0,47.28033472803347,47.28033472803347,46.52719665271967,82.51046025104603
35,Martha Washington,52.429378531073446,48.47457627118644,59.548022598870055,58.8135593220339,38.36158192090395,-1.0,42.65536723163842,-1.0,30.056497175141246,23.389830508474578,25.536723163841806,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.70056497175142,63.84180790960452,75.70621468926554,77.40112994350282,56.49717514124294,70.62146892655367,67.79661016949152,81.92090395480226,-1.0,48.0225988700565,-1.0,-1.0,100.0,76.27118644067797,80.22598870056498,77.40112994350282,32.14689265536723,40.225988700564976,47.28813559322034,94.35028248587571,-1.0,46.32768361581921,-1.0,-1.0,-1.0,66.10169491525424,77.96610169491525,77.40112994350282,49.152542372881356,31.63841807909605,54.80225988700565,24.858757062146893,-1.0,40.67796610169492,-1.0,-1.0,80.22598870056498,72.88135593220339,88.70056497175142,88.70056497175142,43.50282485875706,48.0225988700565,57.06214689265536,88.13559322033898,29.943502824858758,45.76271186440678,50.282485875706215,-1.0,-1.0,29.37853107344633,-1.0,-1.0,49.152542372881356,42.3728813559322,52.54237288135594,54.23728813559322,38.983050847457626,70.62146892655367,37.85310734463277,-1.0,-1.0,49.152542372881356,42.3728813559322,51.41242937853108,42.3728813559322,35.59322033898305,50.282485875706215,49.717514124293785,29.37853107344633,-1.0,37.85310734463277,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.72316384180791,51.41242937853108,66.10169491525424,36.21468926553673,44.06779661016949,51.41242937853108,54.23728813559322,31.186440677966104,31.63841807909605,41.24293785310734,-1.0,-1.0,-1.0,-1.0,-1.0,28.192090395480225,42.3728813559322,38.983050847457626,45.19774011299435,-1.0,37.28813559322034,41.24293785310734,-1.0,-1.0,31.63841807909605,-1.0,-1.0,30.508474576271187,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.01694915254237,22.65536723163842,-1.0,29.6045197740113,0.0,0.847457627118644,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.519774011299436,37.85310734463277,-1.0,-1.0,-1.0,41.24293785310734,61.016949152542374,36.21468926553673,29.37853107344633,41.41242937853107,44.57627118644068
